,category,age,num_strokes,filename,Y,C,sum,scribble,sessionId,draw_duration,num_black_pixels,prop_black,max_stroke_length,min_stroke_length,avg_stroke_length,cat_code
130,a car,4,6,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_31.png,,0,0,0,cdm_run_v31526078928446,6.39,708,0.031466667,2631,580,1638,1
131,a car,4,1,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_32.png,,0,0,0,cdm_run_v31526144135278,0,657,0.0292,1835,1835,1835,1
132,a car,8,6,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_33.png,,0,0,0,cdm_run_v31526148748919,9.983,733,0.032577778,2611,587,1626,1
133,a car,8,9,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_34.png,,0,0,0,cdm_run_v31526150370058,19.489,1339,0.059511111,5186,437,3529,1
134,a car,10,9,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_35.png,,0,0,0,cdm_run_v31526152332221,12.069,1068,0.047466667,4462,831,3197,1
135,a car,2,8,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_36.png,,0,0,0,cdm_run_v31526152658322,8.76,1532,0.068088889,5135,2004,3935,1
136,a car,8,11,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_37.png,,0,0,0,cdm_run_v31526152868212,14.049,1830,0.081333333,7381,671,4876,1
137,a car,3,2,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_38.png,1,1,2,1,cdm_run_v31526154337782,11.728,1722,0.076533333,5613,2989,4301,1
138,a car,3,1,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_39.png,,1,1,0,cdm_run_v31526154627196,0,1096,0.048711111,3255,3255,3255,1
139,a car,9,16,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_40.png,,0,0,0,cdm_run_v31526155956525,20.438,1088,0.048355556,5489,72,3704,1
140,a car,5,11,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_41.png,,0,0,0,cdm_run_v31526157427450,9.749,1055,0.046888889,8600,675,5506,1
141,a car,6,3,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_42.png,2,1,3,1,cdm_run_v31526157685006,9.252,2673,0.1188,10853,277,4231,1
142,a car,5,8,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_43.png,,0,0,0,cdm_run_v31526158807742,14.662,1235,0.054888889,4834,406,3118,1
143,a car,2,11,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_44.png,,0,0,0,cdm_run_v31526160539320,7.34,1773,0.0788,13312,146,8211,1
144,a car,4,11,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_45.png,,0,0,0,cdm_run_v31526162026170,15.7,979,0.043511111,2862,741,1139,1
145,a car,2,26,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_46.png,,0,0,0,cdm_run_v31526162477315,17.15,2236,0.099377778,16418,538,8817,1
146,a car,8,10,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_47.png,,0,0,0,cdm_run_v31526163910656,14.851,1474,0.065511111,5503,505,2292,1
147,a car,8,11,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_48.png,,0,0,0,cdm_run_v31526164238357,11.785,1769,0.078622222,6886,664,3076,1
148,a car,4,3,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_49.png,,0,0,0,cdm_run_v31526166579282,1.928,996,0.044266667,3300,2062,2662,1
149,a car,4,5,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_50.png,,0,0,0,cdm_run_v31526167651102,14.092,1282,0.056977778,5801,637,3192,1
150,a car,6,16,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_51.png,,0,0,0,cdm_run_v31526168752022,20.802,1148,0.051022222,5749,1027,3772,1
151,a car,4,5,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_52.png,,0,0,0,cdm_run_v31526239192649,19.14,1573,0.069911111,5093,712,2765,1
152,a car,6,9,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_53.png,,0,0,0,cdm_run_v31526240601849,9.993,1603,0.071244444,6785,1403,4550,1
153,a car,2,4,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_54.png,,0,0,0,cdm_run_v31526241319670,13.267,1199,0.053288889,4024,0,2207,1
154,a car,7,13,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_55.png,,0,0,0,cdm_run_v31526244386384,10.344,1945,0.086444444,8951,983,5191,1
155,a car,9,2,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_56.png,,0,0,0,cdm_run_v31526247467722,0.492,1319,0.058622222,3907,2297,3102,1
156,a car,2,4,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_57.png,1,0,1,0,cdm_run_v31526249267204,16.386,801,0.0356,3866,820,2349,1
157,a car,8,3,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_58.png,,0,0,0,cdm_run_v31526249878999,4.984,1115,0.049555556,3818,563,2026,1
158,a car,4,7,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_59.png,,0,0,0,cdm_run_v31526250064091,10.326,1059,0.047066667,3704,2097,2974,1
159,a car,6,15,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_60.png,,0,0,0,cdm_run_v31526251554792,12.711,1056,0.046933333,5029,371,3705,1
160,a car,6,7,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_61.png,,0,0,0,cdm_run_v31526251955281,7.226,1450,0.064444444,5109,1565,3314,1
161,a car,9,17,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_62.png,,0,0,0,cdm_run_v31526252261677,13.834,1716,0.076266667,7929,755,6065,1
162,a car,7,10,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_63.png,,0,0,0,cdm_run_v31526252692974,9.626,896,0.039822222,5559,605,3652,1
163,a car,8,3,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_64.png,,0,0,0,cdm_run_v31526253016255,4.668,1636,0.072711111,5628,1358,3484,1
164,a car,3,1,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_65.png,2,0,2,1,cdm_run_v31526253202063,0,156,0.006933333,465,465,465,1
165,a car,9,3,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_66.png,,0,0,0,cdm_run_v31526253458184,3.634,1940,0.086222222,6180,1857,3744,1
166,a car,5,4,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_67.png,,0,0,0,cdm_run_v31526254092272,5.059,1178,0.052355556,4137,1918,3027,1
167,a car,5,2009,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_68.png,2,2,4,1,cdm_run_v31526254628791,4.023,10952,0.486755556,0,0,0,1
168,a car,5,4,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_69.png,,0,0,0,cdm_run_v31526254866517,5.858,1112,0.049422222,4008,1402,2554,1
169,a car,2,9,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_70.png,1,0,1,0,cdm_run_v31526411112241,2.7,585,0.026,6142,1459,3820,1
170,a car,2,4,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_71.png,1,0,1,0,cdm_run_v31526413722391,0.312,315,0.014,2824,762,1793,1
171,a car,8,5,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_72.png,,0,0,0,cdm_run_v31526413939938,8.423,552,0.024533333,2242,636,1572,1
172,a car,2,37,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_73.png,,0,0,0,cdm_run_v31526414368321,5.184,1488,0.066133333,19857,375,11001,1
173,a car,3,5,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_74.png,,0,0,0,cdm_run_v31526415298029,9.448,1019,0.045288889,3890,1046,2543,1
174,a car,4,23,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_75.png,,0,0,0,cdm_run_v31526417227846,24.695,1508,0.067022222,8026,10,4290,1
175,a car,7,5,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_76.png,,0,0,0,cdm_run_v31526417564997,5.377,451,0.020044444,2080,235,1229,1
176,a car,5,17,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_77.png,,0,0,0,cdm_run_v31526418564273,15.734,1166,0.051822222,6207,359,3437,1
177,a car,3,4,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_78.png,1,0,1,0,cdm_run_v31526423557040,0.358,297,0.0132,994,265,524,1
178,a car,3,1,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_79.png,1,1,2,1,cdm_run_v31526424268311,0,522,0.0232,1486,1486,1486,1
179,a car,2,5,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_80.png,1,1,2,1,cdm_run_v31526491920836,2.099,1432,0.063644444,1524,715,877,1
180,a car,5,10,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_81.png,,0,0,0,cdm_run_v31526492191665,12.952,1180,0.052444444,5318,1756,3825,1
181,a car,2,6,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_82.png,,0,0,0,cdm_run_v31526492679058,14.811,1510,0.067111111,4953,972,2636,1
182,a car,2,4,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_83.png,,0,0,0,cdm_run_v31526493024418,8.099,953,0.042355556,2732,413,1650,1
183,a car,2,13,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_84.png,,0,0,0,cdm_run_v31526493522883,19.759,913,0.040577778,6713,315,3079,1
184,a car,2,9,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_85.png,,0,0,0,cdm_run_v31526497092100,5.267,596,0.026488889,5051,409,2887,1
185,a car,4,4,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_86.png,,0,0,0,cdm_run_v31526497714288,8.039,451,0.020044444,2443,1934,2176,1
186,a car,2,4,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_87.png,,0,0,0,cdm_run_v31526498176971,11.718,811,0.036044444,3247,493,1844,1
187,a car,5,12,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_88.png,,0,0,0,cdm_run_v31526498877100,20.483,1782,0.0792,8090,758,3787,1
188,a car,5,10,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_89.png,,0,0,0,cdm_run_v31526499554039,14.488,1321,0.058711111,4982,670,3582,1
189,a car,3,18,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_90.png,,0,0,0,cdm_run_v31526501614452,15.385,1455,0.064666667,10476,518,4782,1
190,a car,3,7,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_91.png,,0,0,0,cdm_run_v31526502079646,15.109,959,0.042622222,3445,1354,2485,1
191,a car,3,474,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_92.png,2,2,4,1,cdm_run_v31526503860486,5.601,7199,0.319955556,0,0,0,1
192,a car,6,24,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_93.png,,0,0,0,cdm_run_v31526506411620,20.205,1781,0.079155556,8331,142,4609,1
193,a car,4,8,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_94.png,2,2,4,1,cdm_run_v31526507469435,12.237,3577,0.158977778,13287,12,3208,1
194,a car,4,6,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_95.png,,0,0,0,cdm_run_v31526507939966,9.176,1393,0.061911111,5849,1373,4094,1
195,a car,2,12,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_96.png,,0,0,0,cdm_run_v31526584027584,14.308,1289,0.057288889,6249,176,3360,1
196,a car,2,8,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_97.png,1,0,1,0,cdm_run_v31526584514437,4.828,163,0.007244444,2897,0,612,1
197,a car,2,4,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_98.png,1,-1,0,0,cdm_run_v31526585403449,0.102,33,0.001466667,715,41,378,1
198,a car,3,139,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_99.png,1,1,2,1,cdm_run_v31526589361603,35.758,2163,0.096133333,0,0,0,1
199,a car,4,4,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a car_100.png,,0,0,0,cdm_run_v31526592878172,13.403,926,0.041155556,3288,696,2191,1
200,a cup,6,4,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_1.png,,0,0,0,cdm_run_v31525887854758,2.089,1052,0.046755556,3557,1763,2590,2
201,a cup,6,3,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_2.png,,0,0,0,cdm_run_v31525891444648,4.234,893,0.039688889,2583,1366,1900,2
202,a cup,2,3,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_3.png,,0,0,0,cdm_run_v31525893174061,3.8,463,0.020577778,1549,497,1080,2
203,a cup,5,1,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_4.png,,0,0,0,cdm_run_v31525893976840,0,492,0.021866667,1218,1218,1218,2
204,a cup,2,18,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_5.png,1,1,2,1,cdm_run_v31525897661521,16.505,1316,0.058488889,6976,50,2498,2
205,a cup,4,20,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_6.png,1,1,2,1,cdm_run_v31525899254114,6.951,1111,0.049377778,6965,1439,4959,2
206,a cup,3,7,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_7.png,,0,0,0,cdm_run_v31525901714819,18.929,819,0.0364,5793,346,3797,2
207,a cup,3,18,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_8.png,,0,0,0,cdm_run_v31525904067360,9,1024,0.045511111,5300,686,2661,2
208,a cup,6,6,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_9.png,,0,0,0,cdm_run_v31525974358965,8.636,1616,0.071822222,6082,1558,3577,2
209,a cup,4,5,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_10.png,,0,0,0,cdm_run_v31525975379407,13.851,815,0.036222222,3557,366,1881,2
210,a cup,5,4,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_11.png,,0,0,0,cdm_run_v31525976865876,6.032,713,0.031688889,2728,739,1695,2
211,a cup,4,2,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_12.png,,0,0,0,cdm_run_v31525984464310,4.335,727,0.032311111,2310,785,1548,2
212,a cup,2,3,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_13.png,,0,0,0,cdm_run_v31525990258467,6.746,572,0.025422222,1794,63,1019,2
213,a cup,3,63,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_14.png,2,0,2,1,cdm_run_v31525992682386,21.804,2456,0.109155556,14864,0,4685,2
214,a cup,7,13,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_15.png,,0,0,0,cdm_run_v31526060708396,9.093,1241,0.055155556,6381,1024,4111,2
215,a cup,6,2,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_16.png,,0,0,0,cdm_run_v31526061437727,1.966,580,0.025777778,1914,1290,1602,2
216,a cup,7,3,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_17.png,,0,0,0,cdm_run_v31526061922561,3.516,875,0.038888889,2490,1086,1882,2
217,a cup,6,2,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_18.png,,0,0,0,cdm_run_v31526063462438,1.04,308,0.013688889,1010,672,841,2
218,a cup,6,6,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_19.png,,0,0,0,cdm_run_v31526063950237,9.885,1316,0.058488889,3784,205,1928,2
219,a cup,7,4,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_20.png,,0,0,0,cdm_run_v31526064586872,4.128,597,0.026533333,2275,32,1476,2
220,a cup,2,10,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_21.png,1,1,2,1,cdm_run_v31526064952740,4.667,369,0.0164,4490,115,2507,2
221,a cup,4,3,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_22.png,,0,0,0,cdm_run_v31526065527149,1.391,1168,0.051911111,3645,1561,2631,2
222,a cup,2,2,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_23.png,,0,0,0,cdm_run_v31526067194650,0.05,687,0.030533333,1834,1834,1834,2
223,a cup,5,2,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_24.png,,0,0,0,cdm_run_v31526072947360,3.682,1016,0.045155556,3312,2006,2659,2
224,a cup,8,3,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_25.png,,0,0,0,cdm_run_v31526074471797,1.493,641,0.028488889,2507,368,1387,2
225,a cup,4,3,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_26.png,,0,0,0,cdm_run_v31526078928446,3.401,692,0.030755556,2377,709,1584,2
226,a cup,2,3,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_27.png,-1,-1,-2,0,cdm_run_v31526148488690,8.938,0,0,1816,431,1354,2
227,a cup,3,1,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_28.png,-1,-1,-2,0,cdm_run_v31526148565492,0,0,0,628,628,628,2
228,a cup,10,21,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_29.png,,0,0,0,cdm_run_v31526152332221,23.194,2057,0.091422222,8218,755,5167,2
229,a cup,2,27,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_30.png,,0,0,0,cdm_run_v31526152658322,15.284,1552,0.068977778,6890,791,3830,2
230,a cup,8,18,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_31.png,,0,0,0,cdm_run_v31526152868212,13.206,2859,0.127066667,21558,993,11579,2
231,a cup,3,2,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_32.png,1,1,2,1,cdm_run_v31526154337782,1.409,1217,0.054088889,4322,2360,3341,2
232,a cup,3,2,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_33.png,2,1,3,1,cdm_run_v31526154627196,5.39,1263,0.056133333,5029,0,2514,2
233,a cup,9,4,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_34.png,,0,0,0,cdm_run_v31526155956525,2.664,392,0.017422222,1666,527,1079,2
234,a cup,5,4,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_35.png,,0,0,0,cdm_run_v31526157427450,6.761,702,0.0312,2565,1249,1974,2
235,a cup,6,1,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_36.png,,0,0,0,cdm_run_v31526157685006,0,1220,0.054222222,3310,3310,3310,2
236,a cup,5,2,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_37.png,,0,0,0,cdm_run_v31526158807742,1.879,511,0.022711111,1399,1358,1378,2
237,a cup,2,17,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_38.png,,0,0,0,cdm_run_v31526162477315,12.762,1258,0.055911111,8875,109,3986,2
238,a cup,8,1,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_39.png,,0,0,0,cdm_run_v31526164238357,0,363,0.016133333,1010,1010,1010,2
239,a cup,4,30,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_40.png,2,1,3,1,cdm_run_v31526167651102,25.966,2502,0.1112,15701,78,8539,2
240,a cup,6,4,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_41.png,,0,0,0,cdm_run_v31526168752022,10.569,2740,0.121777778,15581,603,5363,2
241,a cup,4,5,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_42.png,,0,0,0,cdm_run_v31526239192649,13.854,1266,0.056266667,5109,675,2667,2
242,a cup,6,4,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_43.png,,0,0,0,cdm_run_v31526240601849,4.192,641,0.028488889,2314,700,1655,2
243,a cup,2,23,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_44.png,,1,1,0,cdm_run_v31526241319670,8.457,907,0.040311111,8208,241,3728,2
244,a cup,7,5,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_45.png,,0,0,0,cdm_run_v31526244386384,7.901,1227,0.054533333,4132,1134,2883,2
245,a cup,9,2,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_46.png,,0,0,0,cdm_run_v31526247467722,1.69,880,0.039111111,2855,1427,2141,2
246,a cup,8,5,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_47.png,,0,0,0,cdm_run_v31526249878999,6.94,827,0.036755556,2797,716,1786,2
247,a cup,4,2,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_48.png,,0,0,0,cdm_run_v31526250064091,1.808,418,0.018577778,1416,841,1129,2
248,a cup,6,5,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_49.png,,0,0,0,cdm_run_v31526251554792,5.39,1100,0.048888889,4398,325,2462,2
249,a cup,6,3,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_50.png,1,1,2,1,cdm_run_v31526251955281,1.367,1480,0.065777778,5753,2211,3972,2
250,a cup,9,9,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_51.png,,0,0,0,cdm_run_v31526252261677,10.89,1145,0.050888889,4547,1115,2695,2
251,a cup,7,7,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_52.png,,0,0,0,cdm_run_v31526252692974,8.332,1182,0.052533333,4322,1515,3209,2
252,a cup,8,5,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_53.png,,0,0,0,cdm_run_v31526253016255,7.181,1231,0.054711111,4187,37,2440,2
253,a cup,3,1,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_54.png,1,0,1,0,cdm_run_v31526253202063,0,183,0.008133333,497,497,497,2
254,a cup,5,5,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_55.png,,0,0,0,cdm_run_v31526254092272,5.984,835,0.037111111,3290,649,2166,2
255,a cup,5,6,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_56.png,,0,0,0,cdm_run_v31526254628791,7.984,854,0.037955556,3160,825,1940,2
256,a cup,5,5,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_57.png,,0,0,0,cdm_run_v31526254866517,5.767,1499,0.066622222,5334,2029,3886,2
257,a cup,2,1,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_58.png,1,0,1,0,cdm_run_v31526413722391,0,341,0.015155556,922,922,922,2
258,a cup,8,3,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_59.png,,0,0,0,cdm_run_v31526413939938,2.942,484,0.021511111,1603,701,1182,2
259,a cup,3,2,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_60.png,,0,0,0,cdm_run_v31526415298029,4.709,392,0.017422222,1285,812,1049,2
260,a cup,7,2,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_61.png,,0,0,0,cdm_run_v31526417564997,1.309,290,0.012888889,1021,689,855,2
