,category,age,num_strokes,filename,sessionID,draw_duration
185,a car,age4,4,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_86.png,cdm_run_v31526497714288,8.039
186,a car,age2,4,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_87.png,cdm_run_v31526498176971,11.718
187,a car,age5,12,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_88.png,cdm_run_v31526498877100,20.483
188,a car,age5,10,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_89.png,cdm_run_v31526499554039,14.488
189,a car,age3,18,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_90.png,cdm_run_v31526501614452,15.385
190,a car,age3,7,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_91.png,cdm_run_v31526502079646,15.109
191,a car,age3,474,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_92.png,cdm_run_v31526503860486,5.601
192,a car,age6,24,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_93.png,cdm_run_v31526506411620,20.205
193,a car,age4,8,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_94.png,cdm_run_v31526507469435,12.237
194,a car,age4,6,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_95.png,cdm_run_v31526507939966,9.176
195,a car,age2,12,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_96.png,cdm_run_v31526584027584,14.308
196,a car,age2,8,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_97.png,cdm_run_v31526584514437,4.828
197,a car,age2,4,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_98.png,cdm_run_v31526585403449,0.102
198,a car,age3,139,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_99.png,cdm_run_v31526589361603,35.758
199,a car,age4,4,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_100.png,cdm_run_v31526592878172,13.403
200,a cup,age6,4,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_1.png,cdm_run_v31525887854758,2.089
201,a cup,age6,3,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_2.png,cdm_run_v31525891444648,4.234
202,a cup,age2,3,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_3.png,cdm_run_v31525893174061,3.8
203,a cup,age5,1,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_4.png,cdm_run_v31525893976840,0.0
204,a cup,age2,18,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_5.png,cdm_run_v31525897661521,16.505
205,a cup,age4,20,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_6.png,cdm_run_v31525899254114,6.951
206,a cup,age3,7,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_7.png,cdm_run_v31525901714819,18.929
207,a cup,age3,18,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_8.png,cdm_run_v31525904067360,9.0
208,a cup,age6,6,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_9.png,cdm_run_v31525974358965,8.636
209,a cup,age4,5,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_10.png,cdm_run_v31525975379407,13.851
210,a cup,age5,4,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_11.png,cdm_run_v31525976865876,6.032
211,a cup,age4,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_12.png,cdm_run_v31525984464310,4.335
212,a cup,age2,3,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_13.png,cdm_run_v31525990258467,6.746
213,a cup,age3,63,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_14.png,cdm_run_v31525992682386,21.804
214,a cup,age7,13,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_15.png,cdm_run_v31526060708396,9.093
215,a cup,age6,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_16.png,cdm_run_v31526061437727,1.966
216,a cup,age7,3,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_17.png,cdm_run_v31526061922561,3.516
217,a cup,age6,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_18.png,cdm_run_v31526063462438,1.04
218,a cup,age6,6,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_19.png,cdm_run_v31526063950237,9.885
219,a cup,age7,4,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_20.png,cdm_run_v31526064586872,4.128
220,a cup,age2,10,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_21.png,cdm_run_v31526064952740,4.667
221,a cup,age4,3,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_22.png,cdm_run_v31526065527149,1.391
222,a cup,age2,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_23.png,cdm_run_v31526067194650,0.05
223,a cup,age5,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_24.png,cdm_run_v31526072947360,3.682
224,a cup,age8,3,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_25.png,cdm_run_v31526074471797,1.493
225,a cup,age4,3,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_26.png,cdm_run_v31526078928446,3.401
226,a cup,age2,3,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_27.png,cdm_run_v31526148488690,8.938
227,a cup,age3,1,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_28.png,cdm_run_v31526148565492,0.0
228,a cup,age10,21,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_29.png,cdm_run_v31526152332221,23.194
229,a cup,age2,27,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_30.png,cdm_run_v31526152658322,15.284
230,a cup,age8,18,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_31.png,cdm_run_v31526152868212,13.206
231,a cup,age3,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_32.png,cdm_run_v31526154337782,1.409
232,a cup,age3,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_33.png,cdm_run_v31526154627196,5.39
233,a cup,age9,4,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_34.png,cdm_run_v31526155956525,2.664
234,a cup,age5,4,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_35.png,cdm_run_v31526157427450,6.761
235,a cup,age6,1,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_36.png,cdm_run_v31526157685006,0.0
236,a cup,age5,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_37.png,cdm_run_v31526158807742,1.879
237,a cup,age2,17,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_38.png,cdm_run_v31526162477315,12.762
238,a cup,age8,1,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_39.png,cdm_run_v31526164238357,0.0
239,a cup,age4,30,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_40.png,cdm_run_v31526167651102,25.966
240,a cup,age6,4,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_41.png,cdm_run_v31526168752022,10.569
241,a cup,age4,5,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_42.png,cdm_run_v31526239192649,13.854
242,a cup,age6,4,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_43.png,cdm_run_v31526240601849,4.192
243,a cup,age2,23,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_44.png,cdm_run_v31526241319670,8.457
244,a cup,age7,5,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_45.png,cdm_run_v31526244386384,7.901
245,a cup,age9,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_46.png,cdm_run_v31526247467722,1.69
246,a cup,age8,5,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_47.png,cdm_run_v31526249878999,6.94
247,a cup,age4,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_48.png,cdm_run_v31526250064091,1.808
248,a cup,age6,5,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_49.png,cdm_run_v31526251554792,5.39
249,a cup,age6,3,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_50.png,cdm_run_v31526251955281,1.367
250,a cup,age9,9,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_51.png,cdm_run_v31526252261677,10.89
251,a cup,age7,7,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_52.png,cdm_run_v31526252692974,8.332
252,a cup,age8,5,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_53.png,cdm_run_v31526253016255,7.181
253,a cup,age3,1,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_54.png,cdm_run_v31526253202063,0.0
254,a cup,age5,5,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_55.png,cdm_run_v31526254092272,5.984
255,a cup,age5,6,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_56.png,cdm_run_v31526254628791,7.984
256,a cup,age5,5,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_57.png,cdm_run_v31526254866517,5.767
257,a cup,age2,1,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_58.png,cdm_run_v31526413722391,0.0
258,a cup,age8,3,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_59.png,cdm_run_v31526413939938,2.942
259,a cup,age3,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_60.png,cdm_run_v31526415298029,4.709
260,a cup,age7,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_61.png,cdm_run_v31526417564997,1.309
261,a cup,age5,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_62.png,cdm_run_v31526418564273,2.731
262,a cup,age3,1,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_63.png,cdm_run_v31526423557040,0.0
263,a cup,age3,1,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_64.png,cdm_run_v31526424268311,0.0
264,a cup,age5,3,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_65.png,cdm_run_v31526492191665,4.487
265,a cup,age2,4,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_66.png,cdm_run_v31526492679058,5.816
266,a cup,age2,5,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_67.png,cdm_run_v31526493522883,12.619
267,a cup,age2,8,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_68.png,cdm_run_v31526497092100,13.843
268,a cup,age4,8,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_69.png,cdm_run_v31526497714288,25.045
269,a cup,age2,6,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_70.png,cdm_run_v31526498176971,11.982
270,a cup,age5,5,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_71.png,cdm_run_v31526499554039,7.234
271,a cup,age3,4,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_72.png,cdm_run_v31526501614452,6.499
272,a cup,age3,4,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_73.png,cdm_run_v31526501890472,4.924
273,a cup,age3,5,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_74.png,cdm_run_v31526502079646,14.144
274,a cup,age3,7,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_75.png,cdm_run_v31526502817047,9.812
275,a cup,age3,803,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_76.png,cdm_run_v31526503860486,5.996
276,a cup,age6,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_77.png,cdm_run_v31526506411620,1.666
277,a cup,age4,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_78.png,cdm_run_v31526507469435,1.635
278,a cup,age3,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_79.png,cdm_run_v31526507684003,4.937
279,a cup,age4,3,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_80.png,cdm_run_v31526507850752,3.315
280,a cup,age4,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_81.png,cdm_run_v31526507939966,1.945
281,a cup,age7,6,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_82.png,cdm_run_v31526508668316,5.776
282,a cup,age6,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_83.png,cdm_run_v31526580838432,0.489
283,a cup,age6,11,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_84.png,cdm_run_v31526581096926,5.258
284,a cup,age2,6,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_85.png,cdm_run_v31526584027584,2.293
285,a cup,age2,9,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_86.png,cdm_run_v31526584514437,1.07
286,a cup,age2,10,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_87.png,cdm_run_v31526585403449,0.281
287,a cup,age3,23,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_88.png,cdm_run_v31526589361603,10.934
288,a cup,age3,5,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_89.png,cdm_run_v31526590708297,9.584
289,a cup,age4,3,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_90.png,cdm_run_v31526592878172,2.715
290,a cup,age9,4,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_91.png,cdm_run_v31526593619763,4.615
291,a cup,age7,6,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_92.png,cdm_run_v31526598717979,2.108
292,a cup,age7,1,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_93.png,cdm_run_v31526598908203,0.0
293,a cup,age3,4,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_94.png,cdm_run_v31526599186312,4.2
294,a cup,age2,1,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_95.png,cdm_run_v31526600614970,0.0
295,a cup,age6,5,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_96.png,cdm_run_v31526665751276,4.2
296,a cup,age6,8,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_97.png,cdm_run_v31526666150080,5.511
297,a cup,age3,5,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_98.png,cdm_run_v31526671777923,10.288
298,a cup,age4,4,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_99.png,cdm_run_v31526673903441,11.005
299,a cup,age5,3,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a cup_100.png,cdm_run_v31526674232751,5.293
300,a dog,age6,14,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_1.png,cdm_run_v31525887854758,21.167
301,a dog,age6,16,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_2.png,cdm_run_v31525891444648,23.01
302,a dog,age2,11,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_3.png,cdm_run_v31525893174061,14.692
303,a dog,age6,15,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_4.png,cdm_run_v31525893423612,13.043
304,a dog,age5,17,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_5.png,cdm_run_v31525893976840,21.115
305,a dog,age6,3,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_6.png,cdm_run_v31525895728803,4.13
306,a dog,age4,18,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_7.png,cdm_run_v31525899254114,15.511
307,a dog,age2,10,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_8.png,cdm_run_v31525901322190,11.813
308,a dog,age3,4,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_9.png,cdm_run_v31525901714819,10.491
309,a dog,age6,14,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_10.png,cdm_run_v31525974358965,19.82
310,a dog,age4,11,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_11.png,cdm_run_v31525975379407,18.944
311,a dog,age5,27,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_12.png,cdm_run_v31525976865876,18.003
312,a dog,age4,3,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_13.png,cdm_run_v31525984464310,10.316
313,a dog,age3,45,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_14.png,cdm_run_v31525984944345,4.875
314,a dog,age2,13,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_15.png,cdm_run_v31525990258467,16.836
315,a dog,age3,53,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_16.png,cdm_run_v31525992682386,25.981
316,a dog,age9,3806,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_17.png,cdm_run_v31525993726883,33.725
317,a dog,age7,15,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_18.png,cdm_run_v31526060708396,17.916
318,a dog,age6,11,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_19.png,cdm_run_v31526061437727,11.843
319,a dog,age7,11,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_20.png,cdm_run_v31526061922561,7.953
320,a dog,age6,10,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_21.png,cdm_run_v31526063462438,15.759
321,a dog,age7,15,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_22.png,cdm_run_v31526064139398,13.134
322,a dog,age7,12,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_23.png,cdm_run_v31526064586872,10.097
323,a dog,age2,6,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_24.png,cdm_run_v31526064952740,10.464
324,a dog,age4,8,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_25.png,cdm_run_v31526065527149,5.606
325,a dog,age5,10,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_26.png,cdm_run_v31526072947360,23.025
326,a dog,age4,16,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_27.png,cdm_run_v31526073488506,9.792
327,a dog,age8,19,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_28.png,cdm_run_v31526074471797,20.753
328,a dog,age3,24,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_29.png,cdm_run_v31526078606222,22.427
329,a dog,age4,15,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_30.png,cdm_run_v31526078928446,12.768
330,a dog,age3,1,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_31.png,cdm_run_v31526148565492,0.0
331,a dog,age8,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_32.png,cdm_run_v31526150370058,1.284
332,a dog,age10,1,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_33.png,cdm_run_v31526151383057,0.0
333,a dog,age10,31,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_34.png,cdm_run_v31526152332221,26.988
334,a dog,age2,13,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_35.png,cdm_run_v31526152658322,16.285
335,a dog,age8,23,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_36.png,cdm_run_v31526152868212,24.714
336,a dog,age9,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_37.png,cdm_run_v31526155956525,6.308
337,a dog,age5,7,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_38.png,cdm_run_v31526157427450,7.505
338,a dog,age5,3,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_39.png,cdm_run_v31526158807742,6.602
339,a dog,age2,25,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_40.png,cdm_run_v31526160539320,13.276
340,a dog,age4,22,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_41.png,cdm_run_v31526162026170,20.878
341,a dog,age2,38,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_42.png,cdm_run_v31526162477315,23.246
342,a dog,age8,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_43.png,cdm_run_v31526163910656,1.481
343,a dog,age8,10,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_44.png,cdm_run_v31526164238357,7.36
344,a dog,age4,15,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_45.png,cdm_run_v31526167651102,19.087
345,a dog,age6,25,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_46.png,cdm_run_v31526168752022,26.154
346,a dog,age4,7,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_47.png,cdm_run_v31526239192649,19.752
347,a dog,age6,17,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_48.png,cdm_run_v31526240601849,18.087
348,a dog,age2,14,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_49.png,cdm_run_v31526241319670,11.6
349,a dog,age7,13,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_50.png,cdm_run_v31526244386384,22.63
350,a dog,age3,9,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_51.png,cdm_run_v31526245726886,8.903
351,a dog,age9,13,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_52.png,cdm_run_v31526247467722,10.535
352,a dog,age8,7,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_53.png,cdm_run_v31526249878999,3.751
353,a dog,age4,11,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_54.png,cdm_run_v31526250064091,25.702
354,a dog,age6,14,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_55.png,cdm_run_v31526251554792,13.335
355,a dog,age6,5,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_56.png,cdm_run_v31526251955281,4.565
356,a dog,age9,9,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_57.png,cdm_run_v31526252261677,11.693
357,a dog,age7,12,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_58.png,cdm_run_v31526252692974,12.412
358,a dog,age8,6,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_59.png,cdm_run_v31526253016255,0.064
359,a dog,age3,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_60.png,cdm_run_v31526253202063,2.593
360,a dog,age9,1,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_61.png,cdm_run_v31526253458184,0.0
361,a dog,age5,1,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_62.png,cdm_run_v31526254092272,0.0
362,a dog,age5,5,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_63.png,cdm_run_v31526254628791,4.608
363,a dog,age5,15,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_64.png,cdm_run_v31526254866517,20.043
364,a dog,age3,1,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_65.png,cdm_run_v31526412933917,0.0
365,a dog,age2,16,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_66.png,cdm_run_v31526413722391,5.444
366,a dog,age8,13,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_67.png,cdm_run_v31526413939938,21.605
367,a dog,age3,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_68.png,cdm_run_v31526415298029,4.426
368,a dog,age4,13,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a dog_69.png,cdm_run_v31526417227846,10.776
