"","fileNameShort","session_id","trial_num","category","age","submit_time","submit_date","num_strokes","draw_duration_old","draw_duration_new","trial_duration","mean_intensity","bounding_box","filename","fullPath","age_numeric","fileNameShortNew"
"1531","a cactus_sketch_age5_cdm_run_v51560451833557.png","cdm_run_v51560451833557",11,"a cactus","age5",1560452135525,2019-06-13 18:55:35,13,16.201,0,23.436,0.0298549107142857,"(18, 187, 72, 181)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age5_cdm_run_v51560451833557.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age5_cdm_run_v51560451833557.png",5,"cactus_sketch_age5_cdm_run_v51560451833557.png"
"1532","a cactus_sketch_age5_cdm_run_v51560452337782.png","cdm_run_v51560452337782",11,"a cactus","age5",1560452603657,2019-06-13 19:03:23,40,23.055,0,26.182,0.0835459183673469,"(0, 204, 6, 223)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age5_cdm_run_v51560452337782.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age5_cdm_run_v51560452337782.png",5,"cactus_sketch_age5_cdm_run_v51560452337782.png"
"1533","a cactus_sketch_age5_cdm_run_v51560463495880.png","cdm_run_v51560463495880",5,"a cactus","age5",1560463662809,2019-06-13 22:07:42,30,13.782,0,30.716,0.0646125637755102,"(0, 190, 0, 168)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age5_cdm_run_v51560463495880.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age5_cdm_run_v51560463495880.png",5,"cactus_sketch_age5_cdm_run_v51560463495880.png"
"1534","a cactus_sketch_age5_cdm_run_v51560534819897.png","cdm_run_v51560534819897",5,"a cactus","age5",1560534918380,2019-06-14 17:55:18,3,4.448,0,8.156,0.0139110331632653,"(43, 141, 30, 169)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age5_cdm_run_v51560534819897.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age5_cdm_run_v51560534819897.png",5,"cactus_sketch_age5_cdm_run_v51560534819897.png"
"1535","a cactus_sketch_age6_cdm_run_v51551379596662.png","cdm_run_v51551379596662",9,"a cactus","age6",1551379791730,2019-02-28 18:49:51,12,6.752,0,9.08,0.0721859056122449,"(63, 213, 16, 207)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51551379596662.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51551379596662.png",6,"cactus_sketch_age6_cdm_run_v51551379596662.png"
"1536","a cactus_sketch_age6_cdm_run_v51551395186273.png","cdm_run_v51551395186273",9,"a cactus","age6",1551395407357,2019-02-28 23:10:07,5,4.959,0,15.944,0.0385443239795918,"(25, 168, 27, 202)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51551395186273.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51551395186273.png",6,"cactus_sketch_age6_cdm_run_v51551395186273.png"
"1537","a cactus_sketch_age6_cdm_run_v51551468032776.png","cdm_run_v51551468032776",6,"a cactus","age6",1551468194543,2019-03-01 19:23:14,5,6.033,0,10.031,0.0369698660714286,"(46, 201, 28, 157)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51551468032776.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51551468032776.png",6,"cactus_sketch_age6_cdm_run_v51551468032776.png"
"1538","a cactus_sketch_age6_cdm_run_v51551468269961.png","cdm_run_v51551468269961",11,"a cactus","age6",1551468458087,2019-03-01 19:27:38,6,9.492,0,13.497,0.0378069196428571,"(40, 201, 60, 181)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51551468269961.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51551468269961.png",6,"cactus_sketch_age6_cdm_run_v51551468269961.png"
"1539","a cactus_sketch_age6_cdm_run_v51551552197067.png","cdm_run_v51551552197067",4,"a cactus","age6",1551552556013,2019-03-02 18:49:16,16,13.425,0,16.316,0.0654097576530612,"(0, 223, 10, 223)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51551552197067.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51551552197067.png",6,"cactus_sketch_age6_cdm_run_v51551552197067.png"
"1540","a cactus_sketch_age6_cdm_run_v51551563084420.png","cdm_run_v51551563084420",11,"a cactus","age6",1551563389913,2019-03-02 21:49:49,32,12.174,0,20.25,0.0462372448979592,"(25, 219, 54, 204)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51551563084420.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51551563084420.png",6,"cactus_sketch_age6_cdm_run_v51551563084420.png"
"1541","a cactus_sketch_age6_cdm_run_v51551563444071.png","cdm_run_v51551563444071",9,"a cactus","age6",1551563678746,2019-03-02 21:54:38,46,21.349,0,24.993,0.0580556441326531,"(48, 189, 55, 169)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51551563444071.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51551563444071.png",6,"cactus_sketch_age6_cdm_run_v51551563444071.png"
"1542","a cactus_sketch_age6_cdm_run_v51551567255389.png","cdm_run_v51551567255389",6,"a cactus","age6",1551567458734,2019-03-02 22:57:38,1,0,0,5.629,0.0361926020408163,"(31, 189, 0, 195)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51551567255389.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51551567255389.png",6,"cactus_sketch_age6_cdm_run_v51551567255389.png"
"1543","a cactus_sketch_age6_cdm_run_v51551573871568.png","cdm_run_v51551573871568",7,"a cactus","age6",1551574094399,2019-03-03 00:48:14,16,23.755,0,28.556,0.030094068877551,"(75, 195, 1, 223)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51551573871568.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51551573871568.png",6,"cactus_sketch_age6_cdm_run_v51551573871568.png"
"1544","a cactus_sketch_age6_cdm_run_v51551650104505.png","cdm_run_v51551650104505",6,"a cactus","age6",1551650364386,2019-03-03 21:59:24,6,11.226,0,19.133,0.0655293367346939,"(7, 223, 34, 187)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51551650104505.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51551650104505.png",6,"cactus_sketch_age6_cdm_run_v51551650104505.png"
"1545","a cactus_sketch_age6_cdm_run_v51551657233165.png","cdm_run_v51551657233165",9,"a cactus","age6",1551657483710,2019-03-03 23:58:03,1,0,0,10.189,0.0242147640306122,"(72, 223, 37, 189)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51551657233165.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51551657233165.png",6,"cactus_sketch_age6_cdm_run_v51551657233165.png"
"1546","a cactus_sketch_age6_cdm_run_v51551657606958.png","cdm_run_v51551657606958",10,"a cactus","age6",1551657821565,2019-03-04 00:03:41,3,2.737,0,13.001,0.0329440369897959,"(19, 204, 46, 192)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51551657606958.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51551657606958.png",6,"cactus_sketch_age6_cdm_run_v51551657606958.png"
"1547","a cactus_sketch_age6_cdm_run_v51551658232105.png","cdm_run_v51551658232105",10,"a cactus","age6",1551658527320,2019-03-04 00:15:27,13,12.253,0,15.858,0.115632971938776,"(0, 223, 25, 213)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51551658232105.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51551658232105.png",6,"cactus_sketch_age6_cdm_run_v51551658232105.png"
"1548","a cactus_sketch_age6_cdm_run_v51551825662941.png","cdm_run_v51551825662941",4,"a cactus","age6",1551826026693,2019-03-05 22:47:06,6,14.234,0,30.686,0.0442044005102041,"(0, 210, 45, 196)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51551825662941.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51551825662941.png",6,"cactus_sketch_age6_cdm_run_v51551825662941.png"
"1549","a cactus_sketch_age6_cdm_run_v51551900493769.png","cdm_run_v51551900493769",6,"a cactus","age6",1551900598156,2019-03-06 19:29:58,10,4.326,0,6.259,0.0925741390306122,"(3, 223, 19, 223)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51551900493769.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51551900493769.png",6,"cactus_sketch_age6_cdm_run_v51551900493769.png"
"1550","a cactus_sketch_age6_cdm_run_v51551911561800.png","cdm_run_v51551911561800",9,"a cactus","age6",1551911768064,2019-03-06 22:36:08,25,13.503,0,16.433,0.0476522640306122,"(66, 186, 93, 214)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51551911561800.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51551911561800.png",6,"cactus_sketch_age6_cdm_run_v51551911561800.png"
"1551","a cactus_sketch_age6_cdm_run_v51551911864969.png","cdm_run_v51551911864969",11,"a cactus","age6",1551912240717,2019-03-06 22:44:00,7,15.353,0,19.597,0.0344985650510204,"(22, 153, 28, 171)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51551911864969.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51551911864969.png",6,"cactus_sketch_age6_cdm_run_v51551911864969.png"
"1552","a cactus_sketch_age6_cdm_run_v51551985054639.png","cdm_run_v51551985054639",7,"a cactus","age6",1551985265099,2019-03-07 19:01:05,1,0,0,11.88,0.0129743303571429,"(46, 136, 58, 117)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51551985054639.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51551985054639.png",6,"cactus_sketch_age6_cdm_run_v51551985054639.png"
"1553","a cactus_sketch_age6_cdm_run_v51551990331375.png","cdm_run_v51551990331375",10,"a cactus","age6",1551990594423,2019-03-07 20:29:54,8,16.107,0,23.229,0.0874920280612245,"(30, 210, 27, 184)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51551990331375.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51551990331375.png",6,"cactus_sketch_age6_cdm_run_v51551990331375.png"
"1554","a cactus_sketch_age6_cdm_run_v51552073880256.png","cdm_run_v51552073880256",7,"a cactus","age6",1552074013773,2019-03-08 19:40:13,11,16.276,0,17.788,0.056999362244898,"(25, 223, 31, 202)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51552073880256.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51552073880256.png",6,"cactus_sketch_age6_cdm_run_v51552073880256.png"
"1555","a cactus_sketch_age6_cdm_run_v51552251847758.png","cdm_run_v51552251847758",11,"a cactus","age6",1552252074066,2019-03-10 21:07:54,6,7.476,0,11.488,0.0528938137755102,"(30, 223, 13, 195)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51552251847758.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51552251847758.png",6,"cactus_sketch_age6_cdm_run_v51552251847758.png"
"1556","a cactus_sketch_age6_cdm_run_v51552587040913.png","cdm_run_v51552587040913",9,"a cactus","age6",1552587254654,2019-03-14 18:14:14,5,11.803,0,8.456,0.0229791135204082,"(52, 165, 51, 223)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51552587040913.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51552587040913.png",6,"cactus_sketch_age6_cdm_run_v51552587040913.png"
"1557","a cactus_sketch_age6_cdm_run_v51552676476416.png","cdm_run_v51552676476416",5,"a cactus","age6",1552676829039,2019-03-15 19:07:09,14,8.66,0,17.883,0.068000637755102,"(0, 190, 10, 223)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51552676476416.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51552676476416.png",6,"cactus_sketch_age6_cdm_run_v51552676476416.png"
"1558","a cactus_sketch_age6_cdm_run_v51552677284421.png","cdm_run_v51552677284421",7,"a cactus","age6",1552677492583,2019-03-15 19:18:12,30,17.753,0,25.405,0.0624202806122449,"(30, 223, 0, 223)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51552677284421.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51552677284421.png",6,"cactus_sketch_age6_cdm_run_v51552677284421.png"
"1559","a cactus_sketch_age6_cdm_run_v51552684432304.png","cdm_run_v51552684432304",11,"a cactus","age6",1552684696818,2019-03-15 21:18:16,17,12.953,0,16.609,0.0614038584183673,"(27, 223, 31, 223)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51552684432304.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51552684432304.png",6,"cactus_sketch_age6_cdm_run_v51552684432304.png"
"1560","a cactus_sketch_age6_cdm_run_v51552759892951.png","cdm_run_v51552759892951",6,"a cactus","age6",1552760044387,2019-03-16 18:14:04,19,12.071,0,21.622,0.0776466836734694,"(0, 223, 0, 223)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51552759892951.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51552759892951.png",6,"cactus_sketch_age6_cdm_run_v51552759892951.png"
"1561","a cactus_sketch_age6_cdm_run_v51552774204433.png","cdm_run_v51552774204433",8,"a cactus","age6",1552774453703,2019-03-16 22:14:13,3,10.959,0,30.133,0.106943558673469,"(22, 111, 54, 180)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51552774204433.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51552774204433.png",6,"cactus_sketch_age6_cdm_run_v51552774204433.png"
"1562","a cactus_sketch_age6_cdm_run_v51552861436646.png","cdm_run_v51552861436646",10,"a cactus","age6",1552861681347,2019-03-17 22:28:01,30,16.457,0,18.553,0.0555843431122449,"(0, 202, 30, 196)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51552861436646.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51552861436646.png",6,"cactus_sketch_age6_cdm_run_v51552861436646.png"
"1563","a cactus_sketch_age6_cdm_run_v51553025646460.png","cdm_run_v51553025646460",7,"a cactus","age6",1553025834700,2019-03-19 20:03:54,3,4.35,0,8.896,0.0225406568877551,"(91, 219, 67, 175)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51553025646460.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51553025646460.png",6,"cactus_sketch_age6_cdm_run_v51553025646460.png"
"1564","a cactus_sketch_age6_cdm_run_v51553025968450.png","cdm_run_v51553025968450",4,"a cactus","age6",1553026084305,2019-03-19 20:08:04,9,4.2,0,13.131,0.0374481823979592,"(15, 192, 64, 223)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51553025968450.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51553025968450.png",6,"cactus_sketch_age6_cdm_run_v51553025968450.png"
"1565","a cactus_sketch_age6_cdm_run_v51553033163329.png","cdm_run_v51553033163329",9,"a cactus","age6",1553033422744,2019-03-19 22:10:22,24,24.034,0,30.109,0.0827885841836735,"(19, 223, 27, 214)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51553033163329.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51553033163329.png",6,"cactus_sketch_age6_cdm_run_v51553033163329.png"
"1566","a cactus_sketch_age6_cdm_run_v51553108319715.png","cdm_run_v51553108319715",9,"a cactus","age6",1553108638945,2019-03-20 19:03:58,24,10.506,0,20.645,0.0781050701530612,"(0, 223, 0, 223)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51553108319715.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51553108319715.png",6,"cactus_sketch_age6_cdm_run_v51553108319715.png"
"1567","a cactus_sketch_age6_cdm_run_v51553109569161.png","cdm_run_v51553109569161",11,"a cactus","age6",1553109786285,2019-03-20 19:23:06,2,1.575,0,7.832,0.0280412946428571,"(1, 153, 42, 181)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51553109569161.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51553109569161.png",6,"cactus_sketch_age6_cdm_run_v51553109569161.png"
"1568","a cactus_sketch_age6_cdm_run_v51553109826228.png","cdm_run_v51553109826228",5,"a cactus","age6",1553109943047,2019-03-20 19:25:43,7,11.57,0,17.128,0.0711694834183673,"(1, 201, 58, 178)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51553109826228.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51553109826228.png",6,"cactus_sketch_age6_cdm_run_v51553109826228.png"
"1569","a cactus_sketch_age6_cdm_run_v51553117199061.png","cdm_run_v51553117199061",5,"a cactus","age6",1553117318054,2019-03-20 21:28:38,5,10.768,0,15.439,0.0358737244897959,"(64, 223, 57, 139)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51553117199061.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51553117199061.png",6,"cactus_sketch_age6_cdm_run_v51553117199061.png"
"1570","a cactus_sketch_age6_cdm_run_v51553200027440.png","cdm_run_v51553200027440",11,"a cactus","age6",1553200287876,2019-03-21 20:31:27,7,4.395,0,10.409,0.0194913903061224,"(58, 187, 97, 171)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51553200027440.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51553200027440.png",6,"cactus_sketch_age6_cdm_run_v51553200027440.png"
"1571","a cactus_sketch_age6_cdm_run_v51553277873742.png","cdm_run_v51553277873742",4,"a cactus","age6",1553277983788,2019-03-22 18:06:23,34,18.574,0,23.343,0.0492267219387755,"(49, 201, 49, 208)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51553277873742.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51553277873742.png",6,"cactus_sketch_age6_cdm_run_v51553277873742.png"
"1572","a cactus_sketch_age6_cdm_run_v51553286513982.png","cdm_run_v51553286513982",4,"a cactus","age6",1553286620479,2019-03-22 20:30:20,6,11.802,0,19.886,0.0526147959183673,"(16, 210, 64, 213)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51553286513982.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51553286513982.png",6,"cactus_sketch_age6_cdm_run_v51553286513982.png"
"1573","a cactus_sketch_age6_cdm_run_v51553364435865.png","cdm_run_v51553364435865",8,"a cactus","age6",1553364653408,2019-03-23 18:10:53,2,3.41,0,11.651,0.0444634885204082,"(45, 217, 60, 180)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51553364435865.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51553364435865.png",6,"cactus_sketch_age6_cdm_run_v51553364435865.png"
"1574","a cactus_sketch_age6_cdm_run_v51553374730811.png","cdm_run_v51553374730811",5,"a cactus","age6",1553374866521,2019-03-23 21:01:06,2,4.845,0,11.838,0.0416932397959184,"(0, 202, 42, 171)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51553374730811.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51553374730811.png",6,"cactus_sketch_age6_cdm_run_v51553374730811.png"
"1575","a cactus_sketch_age6_cdm_run_v51553378484034.png","cdm_run_v51553378484034",10,"a cactus","age6",1553378737335,2019-03-23 22:05:37,1,0,0,8.039,0.0164022640306122,"(75, 133, 76, 193)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51553378484034.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51553378484034.png",6,"cactus_sketch_age6_cdm_run_v51553378484034.png"
"1576","a cactus_sketch_age6_cdm_run_v51553380969883.png","cdm_run_v51553380969883",7,"a cactus","age6",1553381097415,2019-03-23 22:44:57,3,4.248,0,9.567,0.0535714285714286,"(0, 223, 0, 202)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a cactus_sketch_age6_cdm_run_v51553380969883.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a cactus/a cactus_sketch_age6_cdm_run_v51553380969883.png",6,"cactus_sketch_age6_cdm_run_v51553380969883.png"
