,sessionID,age,tracing_item,f1_score,precision,recall,tp,tn,fp,fn
271,v31526411171270,2,shape,0.0,0.0,0.0,0,178897,372,7355
272,v31526412933917,3,square,0.3967325534489714,0.312420584498094,0.5433701657458564,1967,178675,4329,1653
273,v31526412933917,3,shape,0.29187905872494935,0.3000287108814241,0.2841604350781781,2090,174393,4876,5265
274,v31526413722391,2,square,0.11047180667433831,0.3310344827586207,0.06629834254143646,240,182519,485,3380
275,v31526413939938,8,square,0.25574583145561064,0.21594368340943684,0.31353591160220995,1135,178883,4121,2485
276,v31526413939938,8,shape,0.3219039935457846,0.3183934033781088,0.32549286199864036,2394,174144,5125,4961
277,v31526413939938,8,this circle,0.2483468038207201,0.2119269889926153,0.29988170347003157,1521,175896,5656,3551
278,v31526414161959,11,square,0.2272780855829306,0.19823154431420933,0.2662983425414365,964,179105,3899,2656
279,v31526414161959,11,shape,0.4654291094969061,0.46053507254092907,0.47042828008157717,3460,175216,4053,3895
280,v31526414161959,11,this circle,0.17618567103935417,0.18044646548160398,0.17212145110410096,873,177587,3965,4199
281,v31526414368321,2,square,0.025961984237366714,0.08069164265129683,0.015469613259668509,56,182366,638,3564
282,v31526415298029,3,square,0.32642887838418566,0.23693075483468495,0.5245856353591161,1899,176888,6116,1721
283,v31526415298029,3,shape,0.257364756293519,0.2535285582376995,0.2613188307273963,1922,173610,5659,5433
284,v31526415298029,3,this circle,0.05918589201594395,0.07639538509510446,0.04830441640378549,245,178590,2962,4827
285,v31526417227846,4,square,0.0,0.0,0.0,0,183004,0,3620
286,v31526417564997,7,square,0.021909804637575313,0.03231017770597738,0.016574585635359115,60,181207,1797,3560
287,v31526417564997,7,shape,0.08063864187550526,0.15702479338842976,0.05424881033310673,399,177127,2142,6956
288,v31526417564997,7,this circle,0.04229437634509217,0.0402493321460374,0.044558359621451105,226,176163,5389,4846
289,v31526418564273,5,square,0.01761973410219446,0.020968356843309187,0.015193370165745856,55,180436,2568,3565
290,v31526418564273,5,shape,0.06673326673326674,0.12580037664783428,0.04541128484024473,334,176948,2321,7021
291,v31526418564273,5,this circle,0.16874616485988955,0.17530811729706758,0.1626577287066246,825,177671,3881,4247
292,v31526420267473,5,square,0.33271406856949837,0.4280747501086484,0.27209944751381215,985,181688,1316,2635
293,v31526420267473,5,shape,0.06372549019607843,0.12802626179729176,0.04242012236573759,312,177144,2125,7043
294,v31526420267473,5,this circle,0.12833197962046816,0.10258529099279896,0.1713328075709779,869,173950,7602,4203
295,v31526420360572,5,square,0.38493231312536785,0.3353846153846154,0.4516574585635359,1635,179764,3240,1985
296,v31526420360572,5,shape,0.41046979865771804,0.4053015241882041,0.41577158395649216,3058,174782,4487,4297
297,v31526420360572,5,this circle,0.1846040243677312,0.17355085039916696,0.1971608832807571,1000,176790,4762,4072
298,v31526422835385,8,square,0.02236550473503929,0.017602283539486202,0.030662983425414365,111,176809,6195,3509
299,v31526422835385,8,shape,0.031389488840892724,0.03335883703136955,0.02963970088375255,218,172952,6317,7137
300,v31526422835385,8,this circle,0.05607122561091116,0.0368985290451259,0.1167192429022082,592,166100,15452,4480
301,v31526423557040,3,square,0.019985274008625226,0.016137251571258705,0.026243093922651933,95,177212,5792,3525
302,v31526423557040,3,shape,0.18133132898012871,0.13853000287108813,0.26240652617267163,1930,167267,12002,5425
303,v31526423557040,3,this circle,0.05717373682788435,0.039380629792302536,0.10429810725552051,529,168648,12904,4543
304,v31526424268311,3,square,0.1286825359415508,0.11220715166461159,0.15082872928176796,546,178684,4320,3074
305,v31526424268311,3,shape,0.10001897893338395,0.16556707508639648,0.0716519374575119,527,176613,2656,6828
306,v31526424268311,3,this circle,0.010449989336745574,0.01137947050627032,0.009660883280757098,49,177295,4257,5023
307,v31526491920836,2,square,0.14646464646464644,0.1296848381601363,0.16823204419889504,609,178917,4087,3011
308,v31526491920836,2,shape,0.18162670123136745,0.2246943275205452,0.15241332426920462,1121,175401,3868,6234
309,v31526492191665,5,square,0.4167885675706087,0.35162331498006455,0.5116022099447514,1852,179589,3415,1768
310,v31526492191665,5,shape,0.40248850419258864,0.40037669850665947,0.40462270564242014,2976,174812,4457,4379
311,v31526492191665,5,this circle,0.05828693282786399,0.0730186999109528,0.04850157728706624,246,178429,3123,4826
312,v31526492679058,2,square,0.026950662899369704,0.06320081549439348,0.01712707182320442,62,182085,919,3558
313,v31526493024418,2,square,0.3004858602217516,0.27365554799183117,0.33314917127071825,1206,179803,3201,2414
314,v31526493024418,2,shape,0.08754773214119399,0.13897102306327616,0.06390210740992522,470,176357,2912,6885
315,v31526493522883,2,square,0.36358773181169757,0.2684307530279094,0.5632596685082873,2039,177447,5557,1581
316,v31526493522883,2,shape,0.14485010388839417,0.15945107008658715,0.1326988443235894,976,174124,5145,6379
317,v31526493522883,2,this circle,0.023494312884579528,0.022285107888220728,0.024842271293375396,126,176024,5528,4946
318,v31526495821185,3,square,0.11715377975089407,0.10581421251949209,0.13121546961325967,475,178990,4014,3145
319,v31526495821185,3,shape,0.0,0.0,0.0,0,179269,0,7355
320,v31526497092100,2,square,0.1327113702623907,0.11483350151362261,0.15718232044198896,569,178618,4386,3051
321,v31526497092100,2,shape,0.09185287040220008,0.09290681502086232,0.09082256968048946,668,172747,6522,6687
322,v31526497092100,2,this circle,0.01647014785700917,0.16236162361623616,0.008675078864353312,44,181325,227,5028
323,v31526497714288,4,square,0.36951176677204073,0.320666531192847,0.43591160220994474,1578,179661,3343,2042
324,v31526497714288,4,shape,0.404503364199587,0.39655172413793105,0.41278042148198507,3036,174649,4620,4319
325,v31526497714288,4,this circle,0.01106853980417199,0.012025901942645698,0.01025236593059937,52,177280,4272,5020
326,v31526498176971,2,square,0.07421150278293136,0.0639488409272582,0.08839779005524862,320,178320,4684,3300
327,v31526498176971,2,shape,0.12256915913448371,0.1234653055593875,0.12168592794017676,895,172915,6354,6460
328,v31526498176971,2,this circle,0.20921985815602837,0.19861800141743444,0.22101735015772872,1121,177029,4523,3951
329,v31526498731343,2,square,0.0,0.0,0.0,0,182421,583,3620
330,v31526498731343,2,shape,0.09490254872563718,0.10576441102756892,0.08606390210740993,633,173917,5352,6722
331,v31526498731343,2,this circle,0.03327663979886121,0.026624068157614485,0.04436119873817035,225,173326,8226,4847
332,v31526499554039,5,square,0.4112664557607919,0.3261045476614339,0.5566298342541437,2015,178840,4164,1605
333,v31526499554039,5,shape,0.5699777406789093,0.5835351089588378,0.5570360299116247,4097,176345,2924,3258
334,v31526499554039,5,this circle,0.05686559922367783,0.055990827441238296,0.05776813880126183,293,176612,4940,4779
335,v31526500472039,3,square,0.22912920626765992,0.21411425828132502,0.24640883977900552,892,179730,3274,2728
336,v31526500472039,3,shape,0.17951726449882668,0.23399606729298666,0.14561522773623387,1071,175763,3506,6284
337,v31526501614452,3,square,0.3617674858223063,0.31606110652353425,0.4229281767955801,1531,179691,3313,2089
338,v31526501614452,3,shape,0.1449770470801751,0.3374751491053678,0.09231815091774304,679,177936,1333,6676
339,v31526501890472,3,square,0.24783273839877612,0.23011363636363635,0.26850828729281767,972,179752,3252,2648
340,v31526501890472,3,shape,0.20302054964100025,0.25829483410331794,0.1672331747110809,1230,175737,3532,6125
341,v31526501890472,3,this circle,0.09039209817419933,0.09149666733993132,0.08931388012618297,453,177054,4498,4619
342,v31526502079646,3,square,0.37159936562156887,0.3327507100720996,0.4207182320441989,1523,179950,3054,2097
343,v31526502079646,3,shape,0.41828215650205186,0.43605251512022425,0.4019034670292318,2956,175446,3823,4399
344,v31526502817047,3,square,0.14685898200023842,0.12916754036485636,0.17016574585635358,616,178851,4153,3004
345,v31526502817047,3,shape,0.1726903840709635,0.2822331893892659,0.12440516655336506,915,176942,2327,6440
346,v31526503729609,3,square,0.09079153338324372,0.06023661157771155,0.18425414364640885,667,172598,10406,2953
347,v31526503860486,3,square,0.0,0.0,0.0,0,182807,197,3620
348,v31526504221167,2,square,0.013401015228426396,0.02528735632183908,0.009116022099447514,33,181732,1272,3587
349,v31526506411620,6,square,0.16706730769230768,0.1478723404255319,0.1919889502762431,695,178999,4005,2925
350,v31526506411620,6,shape,0.4233060828599141,0.4315581296793332,0.41536369816451396,3055,175245,4024,4300
351,v31526506411620,6,this circle,0.1021276595744681,0.10504376823676533,0.09936908517350158,504,177258,4294,4568
352,v31526506824890,4,square,0.313071813510465,0.2865336086258316,0.34502762430939227,1249,179894,3110,2371
353,v31526506824890,4,shape,0.0,0.0,0.0,0,178160,1109,7355
354,v31526507469435,4,square,0.17470797359065515,0.16165413533834586,0.19005524861878453,688,179436,3568,2932
355,v31526507684003,3,square,0.0037800687285223364,0.005,0.0030386740331491712,11,180815,2189,3609
356,v31526507850752,4,square,0.2365389766943477,0.2295891835673427,0.24392265193370166,883,180041,2963,2737
357,v31526507850752,4,shape,0.2876981343806985,0.29711719542228016,0.2788579197824609,2051,174417,4852,5304
358,v31526507850752,4,this circle,0.06481522756653146,0.04187546800299522,0.1433359621451104,727,164918,16634,4345
359,v31526507939966,4,square,0.15316567673448753,0.14116002795248078,0.16740331491712707,606,179317,3687,3014
360,v31526507939966,4,shape,0.35492520462884564,0.3689306146398709,0.3419442556084296,2515,174967,4302,4840
361,v31526507939966,4,this circle,0.048205342237061764,0.0511968085106383,0.04554416403785489,231,177271,4281,4841
362,v31526508668316,7,square,0.5973300970873786,0.5326839826839826,0.6798342541436464,2461,180845,2159,1159
363,v31526508668316,7,shape,0.5663693249900147,0.5548454415025433,0.578382053025153,4254,175856,3413,3101
364,v31526508668316,7,this circle,0.0,0.0,0.0,0,174269,7283,5072
365,v31526509143887,3,square,0.23192952817666226,0.2059138632954789,0.2654696132596685,961,179298,3706,2659
366,v31526509143887,3,shape,0.00522944175709243,0.06802721088435375,0.002719238613188307,20,178995,274,7335
367,v31526580344270,11,square,0.3101169293340112,0.2871939736346516,0.3370165745856354,1220,179976,3028,2400
368,v31526580344270,11,shape,0.4134202135033967,0.4217225286380993,0.4054384772263766,2982,175180,4089,4373
369,v31526581002319,2,square,0.3045608744817188,0.2793270338787739,0.33480662983425413,1212,179877,3127,2408
370,v31526581002319,2,shape,0.3597397085867874,0.3749078578799941,0.3457511896668933,2543,175029,4240,4812
371,v31526581002319,2,this circle,0.13926499032882014,0.1366742596810934,0.14195583596214512,720,177004,4548,4352
372,v31526581096926,6,square,0.39451985284790053,0.3647665962936899,0.42955801104972374,1555,180296,2708,2065
373,v31526581096926,6,shape,0.5443420871717309,0.5505492977332777,0.5382732834806254,3959,176037,3232,3396
374,v31526581096926,6,this circle,0.03435731608730801,0.035240464344941956,0.033517350157728706,170,176898,4654,4902
375,v31526581704526,5,square,0.23840743831207534,0.20968756552736423,0.27624309392265195,1000,179235,3769,2620
376,v31526581704526,5,shape,0.4802212064781897,0.41047655797800503,0.5785180149558123,4255,173158,6111,3100
377,v31526581704526,5,this circle,0.06736667013203036,0.07125577303716736,0.0638801261829653,324,177329,4223,4748
378,v31526582770784,2,square,0.24199623352165725,0.21082854799015588,0.2839779005524862,1028,179156,3848,2592
379,v31526582770784,2,shape,0.17861998640380694,0.2381599818717426,0.14289598912304555,1051,175907,3362,6304
380,v31526583071756,4,square,0.11410040835935623,0.10093497662558436,0.13121546961325967,475,178773,4231,3145
381,v31526583071756,4,shape,0.3446703024293505,0.6366300366300366,0.2363018354860639,1738,178277,992,5617
382,v31526583537981,3,square,0.0,0.0,0.0,0,176239,6765,3620
383,v31526583537981,3,shape,0.0,0.0,0.0,0,178608,661,7355
384,v31526583769672,6,square,0.3466975070675919,0.3241230177799135,0.37265193370165745,1349,180191,2813,2271
385,v31526583886859,6,square,0.12277580071174378,0.1137005649717514,0.1334254143646409,483,179239,3765,3137
386,v31526583886859,6,shape,0.41173290078399566,0.40935358150786183,0.4141400407885792,3046,174874,4395,4309
387,v31526583886859,6,this circle,0.0,0.0,0.0,0,177642,3910,5072
388,v31526584275728,2,square,0.08869085508168893,0.07199448846021357,0.11546961325966851,418,177616,5388,3202
389,v31526584275728,2,shape,0.06503519946362722,0.18255959849435383,0.03956492182188987,291,177966,1303,7064
390,v31526584275728,2,this circle,0.012824427480916032,0.028416779431664412,0.008280757097791799,42,180116,1436,5030
391,v31526584514437,2,square,0.02641381645783948,0.03412073490813648,0.02154696132596685,78,180796,2208,3542
392,v31526584514437,2,shape,0.13851188757339494,0.10720405274528794,0.19564921821889872,1439,167285,11984,5916
393,v31526584514437,2,this circle,0.050868798791236465,0.07038327526132404,0.039826498422712936,202,178884,2668,4870
394,v31526585288203,2,square,0.11695906432748537,0.23972602739726026,0.07734806629834254,280,182116,888,3340
395,v31526585403449,2,square,0.0,0.0,0.0,0,183004,0,3620
396,v31526588694293,3,square,0.05061801059446734,0.0441025641025641,0.05939226519337017,215,178344,4660,3405
397,v31526588694293,3,shape,0.0,0.0,0.0,0,178804,465,7355
398,v31526588910402,11,square,0.26036667897133015,0.23474595074328822,0.29226519337016577,1058,179555,3449,2562
399,v31526588910402,11,shape,0.11586239847109411,0.4768928220255654,0.06594153636981645,485,178737,532,6870
400,v31526589361603,3,square,0.027885943976887324,0.025570145127850726,0.030662983425414365,111,178774,4230,3509
401,v31526592878172,4,square,0.31455688401331194,0.28399732917872245,0.3524861878453039,1276,179787,3217,2344
402,v31526592878172,4,shape,0.34775051808275953,0.3420568122041031,0.35363698164513935,2601,174266,5003,4754
403,v31526592878172,4,this circle,0.0,0.0,0.0,0,178015,3537,5072
404,v31526593619763,9,square,0.5503136762860728,0.5041379310344828,0.6058011049723757,2193,180847,2157,1427
405,v31526593619763,9,shape,0.42693756727664156,0.4225595951524837,0.43140720598232496,3173,174933,4336,4182
406,v31526593619763,9,this circle,0.16927610978080676,0.158831662633944,0.18119085173501578,919,176685,4867,4153
407,v31526593921790,3,square,0.0,0.0,0.0,0,181588,1416,3620
408,v31526594227071,2,square,0.031079378412431753,0.02081380086255391,0.06132596685082873,222,172560,10444,3398
409,v31526594227071,2,shape,0.0077402303190485175,0.012658227848101266,0.00557443915703603,41,176071,3198,7314
410,v31526594287690,5,square,0.2390859891761876,0.21171458998935036,0.274585635359116,994,179303,3701,2626
411,v31526594287690,5,shape,0.44624428478118877,0.42941546197360153,0.46444595513256287,3416,174730,4539,3939
412,v31526594287690,5,this circle,0.12587681368309794,0.12277413308341144,0.1291403785488959,655,176872,4680,4417
413,v31526595753217,11,square,0.4048698973502029,0.3564522908785204,0.4685082872928177,1696,179942,3062,1924
414,v31526595753217,11,shape,0.46384468071055934,0.4509501797637391,0.4774983004758668,3512,174993,4276,3843
415,v31526595753217,11,this circle,0.262098335269067,0.25741444866920155,0.2669558359621451,1354,177646,3906,3718
416,v31526598587970,3,square,0.33256427158866186,0.41217320261437906,0.2787292817679558,1009,181565,1439,2611
417,v31526598717979,7,square,0.11318873098977812,0.10313493866424353,0.12541436464088399,454,179056,3948,3166
418,v31526598717979,7,shape,0.21073125146016664,0.24662777980313524,0.18395649218218899,1353,175136,4133,6002
419,v31526598908203,7,square,0.23628391989572226,0.20688939614027807,0.275414364640884,997,179182,3822,2623
420,v31526598908203,7,shape,0.396327868852459,0.38277390753641544,0.41087695445275324,3022,174396,4873,4333
421,v31526598908203,7,this circle,0.24326639383268295,0.23514259429622816,0.25197160883280756,1278,177395,4157,3794
422,v31526599186312,3,square,0.2553191489361702,0.19691293271392177,0.3629834254143646,1314,177645,5359,2306
423,v31526599186312,3,shape,0.142678828612578,0.24281045751633987,0.10101971447994562,743,176952,2317,6612
424,v31526600614970,2,square,0.04959318093762108,0.03818615751789976,0.0707182320441989,256,176556,6448,3364
425,v31526665223948,6,square,0.2919200695047784,0.2650439486139283,0.32486187845303865,1176,179743,3261,2444
426,v31526665223948,6,shape,0.3770102083624668,0.38808118612350656,0.3665533650577838,2696,175018,4251,4659
427,v31526665223948,6,this circle,0.056235294117647064,0.06971995332555427,0.047121451104100945,239,178363,3189,4833
428,v31526665751276,6,square,0.2997195463967809,0.268282034490286,0.33950276243093924,1229,179652,3352,2391
429,v31526665751276,6,shape,0.37207090946138693,0.371742671009772,0.3723997280761387,2739,174640,4629,4616
430,v31526665751276,6,this circle,0.052820881718220115,0.055162051942476927,0.05067034700315457,257,177150,4402,4815
431,v31526666150080,6,square,0.19062220518717263,0.1773235084383171,0.20607734806629835,746,179543,3461,2874
432,v31526666150080,6,shape,0.5290685702519048,0.5342389797615748,0.5239972807613869,3854,175909,3360,3501
433,v31526666150080,6,this circle,0.17406174061740617,0.1601258486504388,0.19065457413249212,967,176480,5072,4105
434,v31526666895291,8,square,0.313118497843187,0.2895354293758799,0.34088397790055247,1234,179976,3028,2386
435,v31526666895291,8,shape,0.18735669832951193,0.47560975609756095,0.11665533650577838,858,178323,946,6497
436,v31526668170810,11,square,0.3006378625586713,0.26636809554275964,0.34502762430939227,1249,179564,3440,2371
437,v31526668170810,11,shape,0.3223358851026353,0.3212260329462598,0.3234534330387491,2379,174242,5027,4976
438,v31526668170810,11,this circle,0.14630604465420224,0.13555331315169863,0.15891167192429023,806,176412,5140,4266
439,v31526669362249,6,square,0.5085264024461955,0.4427605979930371,0.5972375690607735,2162,180283,2721,1458
440,v31526669362249,6,shape,0.2854851643945469,0.28072019976343804,0.2904146838885112,2136,173796,5473,5219
441,v31526669362249,6,this circle,0.2975671222254531,0.2926596758817922,0.30264195583596215,1535,177842,3710,3537
442,v31526671777923,3,square,0.3216177178623014,0.28498293515358364,0.36906077348066296,1336,179652,3352,2284
443,v31526671777923,3,shape,0.2882579078707763,0.2860010706638116,0.2905506458191706,2137,173934,5335,5218
444,v31526671777923,3,this circle,0.19081024202034375,0.17182564750473783,0.21451104100946372,1088,176308,5244,3984
445,v31526673903441,4,square,0.5230846647377029,0.4802494802494803,0.5743093922651934,2079,180754,2250,1541
446,v31526673903441,4,shape,0.04523760116206682,0.09548839246605344,0.02963970088375255,218,177204,2065,7137
447,v31526674232751,5,square,0.2655355249204666,0.5716894977168949,0.17292817679558012,626,182535,469,2994
448,v31526675307830,4,square,0.32097868217054265,0.2858067299396031,0.3660220994475138,1325,179693,3311,2295
449,v31526675307830,4,shape,0.3228013684846046,0.3185911016949153,0.3271244051665534,2406,174123,5146,4949
450,v31526675307830,4,this circle,0.17069440195778526,0.1767687434002112,0.1650236593059937,837,177654,3898,4235
451,v31526676243268,11,square,0.0,0.0,0.0,0,177652,5352,3620
452,v31526676243268,11,shape,0.0,0.0,0.0,0,170900,8369,7355
453,v31526676243268,11,this circle,0.12425285274406811,0.11490787269681742,0.13525236593059936,686,176268,5284,4386
454,v31526677237307,3,square,0.0,0.0,0.0,0,176123,6881,3620
455,v31526677237307,3,shape,0.008008461770927773,0.00901207277673865,0.007205982324949014,53,173441,5828,7302
456,v31526679898030,11,square,0.548674728227678,0.4917889205167506,0.6204419889502762,2246,180683,2321,1374
457,v31526679898030,11,shape,0.49969339783334465,0.5008194482381862,0.49857239972807615,3667,175614,3655,3688
458,v31526679898030,11,this circle,0.3161179905365952,0.3229788109442501,0.30954258675078866,1570,178261,3291,3502
459,v31526680185143,2,square,0.042553191489361694,0.0306420233463035,0.06961325966850829,252,175032,7972,3368
460,v31526680185143,2,shape,0.08158921603405461,0.08531157270029674,0.07817811012916383,575,173104,6165,6780
461,v31526680929665,2,square,0.03826326039637989,0.03268741436680368,0.04613259668508287,167,178062,4942,3453
462,v31526680929665,2,shape,0.36334259678149033,0.34626755358462674,0.3821889870836166,2811,173962,5307,4544
463,v31526680929665,2,this circle,0.014378866410299281,0.047304730473047306,0.008477917981072555,43,180686,866,5029
464,v31526681047495,2,square,0.0,0.0,0.0,0,181862,1142,3620
465,v31526681102427,3,square,0.17664706588263532,0.15616380224909823,0.20331491712707184,736,179027,3977,2884
466,v31526681102427,3,shape,0.49438049179211224,0.49535899535899536,0.4934058463630184,3629,175572,3697,3726
467,v31526681102427,3,this circle,0.08933601609657947,0.09120788824979457,0.08753943217665615,444,177128,4424,4628
468,v31526681463221,5,square,0.4158465180017441,0.37871567960063535,0.46104972375690606,1669,180266,2738,1951
469,v31526681463221,5,shape,0.3119355286925108,0.31893734905526355,0.3052345343303875,2245,174475,4794,5110
470,v31526681463221,5,this circle,0.08999553372041091,0.10375901132852729,0.07945583596214512,403,178071,3481,4669
471,v31526682177815,11,square,0.20181297709923662,0.17758186397984888,0.23370165745856353,846,179086,3918,2774
472,v31526682177815,11,shape,0.3618997430999275,0.3510094556606185,0.373487423521414,2747,174190,5079,4608
473,v31526682177815,11,this circle,0.40266126699450394,0.3940366106812606,0.4116719242902208,2088,178341,3211,2984
474,v31526749199535,11,square,0.34767251166897944,0.3199442767587648,0.3806629834254144,1378,180075,2929,2242
475,v31526749199535,11,shape,0.44424410540915393,0.4533616418966737,0.4354860639021074,3203,175407,3862,4152
476,v31526749199535,11,this circle,0.0,0.0,0.0,0,179464,2088,5072
477,v31526752420466,2,square,0.13031026252983294,0.11470588235294117,0.15082872928176796,546,178790,4214,3074
478,v31526752420466,2,shape,0.20176544766708698,0.1970954356846473,0.20666213460231136,1520,173077,6192,5835
479,v31526752420466,2,this circle,0.05204392359509089,0.04891587163920208,0.0555993690851735,282,176069,5483,4790
480,v31526753329532,2,square,0.005843207271546826,0.004136980004596644,0.009944751381215469,36,174338,8666,3584
481,v31526753329532,2,shape,0.0,0.0,0.0,0,177004,2265,7355
482,v31526754310894,3,square,0.425615763546798,0.384,0.47734806629834253,1728,180232,2772,1892
483,v31526754310894,3,shape,0.34152705300741554,0.3449854348730753,0.338137321549966,2487,174547,4722,4868
484,v31526756687249,5,square,0.2697876447876448,0.23950299914310197,0.30883977900552484,1118,179454,3550,2502
485,v31526756687249,5,shape,0.4592222522279233,0.4560815341290063,0.46240652617267164,3401,175213,4056,3954
486,v31526756687249,5,this circle,0.0846778559826746,0.09392265193370165,0.07708990536277603,391,177780,3772,4681
487,v31526757005823,9,square,0.12339004611225952,0.14537279880104909,0.10718232044198896,388,180723,2281,3232
488,v31526757398790,3,square,0.005852231163130944,0.006220839813374806,0.0055248618784530384,20,179809,3195,3600
489,v31526757398790,3,shape,0.12415097584042643,0.1688493919550982,0.09816451393609789,722,175715,3554,6633
490,v31526757398790,3,this circle,0.0,0.0,0.0,0,178341,3211,5072
491,v31526757881135,3,square,0.007440476190476189,0.03640776699029126,0.004143646408839779,15,182607,397,3605
492,v31526757881135,3,shape,0.1987639886420578,0.2576315219744533,0.1617946974847043,1190,175840,3429,6165
493,v31526758896291,3,square,0.22263083451202262,0.2281159420289855,0.21740331491712708,787,180341,2663,2833
494,v31526759675535,6,square,0.37255836112434493,0.3274706867671692,0.4320441988950276,1564,179792,3212,2056
495,v31526759675535,6,shape,0.45327812284334024,0.46026629292221444,0.44649898028552004,3284,175418,3851,4071
496,v31526759675535,6,this circle,0.08285994123408423,0.08232775398987933,0.08339905362776025,423,176837,4715,4649
497,v31526760363848,3,square,0.1281712155825418,0.11347668724717905,0.14723756906077348,533,178840,4164,3087
498,v31526760363848,3,shape,0.46598434677904876,0.4586515670265999,0.4735554044867437,3483,175158,4111,3872
499,v31526760363848,3,this circle,0.07680807325733507,0.07300177619893428,0.08103312302839116,411,176333,5219,4661
500,v31526761507026,4,square,0.06617681915145769,0.03994277539341917,0.19281767955801105,698,166227,16777,2922
501,v31526761507026,4,shape,0.2849191624701829,0.27788548533023133,0.29231815091774305,2150,173682,5587,5205
502,v31526761507026,4,this circle,0.055421156806685724,0.044112498541253355,0.07452681388012618,378,173361,8191,4694
503,v31526762362068,5,square,0.3400414684717648,0.30443328237606465,0.3850828729281768,1394,179819,3185,2226
504,v31526762362068,5,shape,0.4370681479474326,0.4355339543674902,0.43861318830727397,3226,175088,4181,4129
505,v31526762362068,5,this circle,0.029808660624370594,0.03046521202140799,0.02917981072555205,148,176842,4710,4924
506,v31526762829294,3,square,0.01605010765316109,0.027535258562793822,0.011325966850828728,41,181556,1448,3579
507,v31526762829294,3,shape,0.2667981591058514,0.2583068109484405,0.2758667573079538,2029,173443,5826,5326
508,v31526762829294,3,this circle,0.11888652619369805,0.11660978384527873,0.12125394321766561,615,176893,4659,4457
509,v31526763016973,3,square,0.18134848876259363,0.1703056768558952,0.19392265193370165,702,179584,3420,2918
510,v31526763016973,3,shape,0.3995930306498792,0.3753434476167722,0.4271923861318831,3142,174040,5229,4213
511,v31526763016973,3,this circle,0.054323094425483505,0.04248220640569395,0.07531545741324921,382,172942,8610,4690
512,v31526763408835,4,square,0.28969428007889547,0.2615761353517364,0.324585635359116,1175,179687,3317,2445
513,v31526763408835,4,shape,0.2513966480446927,0.2519459238017206,0.25084976206662135,1845,173791,5478,5510
514,v31526763408835,4,this circle,0.11968633924886506,0.12554112554112554,0.11435331230283911,580,177512,4040,4492
515,v31526763707135,4,square,0.20854092526690393,0.18274428274428275,0.24281767955801106,879,179073,3931,2741
516,v31526763707135,4,shape,0.37046170708316206,0.3733259699019743,0.36764106050305917,2704,174730,4539,4651
517,v31526763707135,4,this circle,0.10217090069284064,0.09612376151573092,0.10902996845425868,553,176352,5200,4519
518,v31526764026630,2,square,0.005891016200294551,0.02643171806167401,0.0033149171270718232,12,182562,442,3608
519,v31526764663958,10,square,0.6502127659574468,0.5806731813246471,0.7386740331491712,2674,181073,1931,946
520,v31526764663958,10,shape,0.5761023224503534,0.5705333333333333,0.5817811012916383,4279,176048,3221,3076
521,v31526764663958,10,this circle,0.044073254175890524,0.04500616522811344,0.04317823343848581,219,176905,4647,4853
522,v31526765218403,10,square,0.3869203033693896,0.3517974225638707,0.4298342541436464,1556,180137,2867,2064
523,v31526765218403,10,shape,0.2925077902723208,0.2914810314567301,0.29354180829367776,2159,174021,5248,5196
524,v31526765218403,10,this circle,0.09159681046820692,0.0951167728237792,0.08832807570977919,448,177290,4262,4624
525,v31526765744803,4,square,0.17615511551155116,0.3477198697068404,0.11795580110497238,427,182203,801,3193
526,v31526765931739,3,square,0.2221957892232663,0.19511176101942762,0.2580110497237569,934,179151,3853,2686
527,v31526765931739,3,shape,0.041640056201302844,0.3438818565400844,0.022161794697484704,163,178958,311,7192
528,v31526766453659,5,square,0.30975785183409255,0.27361287590004235,0.3569060773480663,1292,179574,3430,2328
529,v31526766453659,5,shape,0.4216524216524216,0.41121736882915483,0.4326308633582597,3182,174713,4556,4173
530,v31526766453659,5,this circle,0.24602167333788932,0.2436666022046026,0.24842271293375395,1260,177641,3911,3812
531,v31526766708947,5,square,0.2706986952810633,0.24230517354289458,0.30662983425414364,1110,179533,3471,2510
532,v31526766708947,5,shape,0.3925586411431653,0.3892527736933565,0.39592114208021756,2912,174700,4569,4443
533,v31526766708947,5,this circle,0.0653740736981017,0.06737811257585269,0.06348580441640378,322,177095,4457,4750
534,v31526766939394,3,square,0.45556369726787393,0.3667621776504298,0.6011049723756906,2176,179247,3757,1444
535,v31526767554598,3,square,0.09951174145547549,0.08590927338418305,0.11823204419889503,428,178450,4554,3192
536,v31526767554598,3,shape,0.3157551658953132,0.30328074129727023,0.329299796057104,2422,173705,5564,4933
537,v31526767678558,2,square,0.30033003300330036,0.26192434210526316,0.3519337016574586,1274,179414,3590,2346
538,v31526767678558,2,shape,0.036858271171566474,0.09540034071550256,0.02284160435078178,168,177676,1593,7187
539,v31526768532130,7,square,0.16864742501414826,0.12804354053279862,0.24696132596685083,894,176916,6088,2726
540,v31526768532130,7,shape,0.4100743976520374,0.41173245614035087,0.40842963970088375,3004,174977,4292,4351
541,v31526768532130,7,this circle,0.15884643559393916,0.09872993050563145,0.4061514195583596,2060,162747,18805,3012
542,v31527009966236,4,square,0.002075980900975711,0.0016627868307283007,0.0027624309392265192,10,177000,6004,3610
543,v31527009966236,4,shape,0.5053724670080046,0.538083538083538,0.47641060503059146,3504,176261,3008,3851
544,v31527010738007,2,square,0.0,0.0,0.0,0,182938,66,3620
