,label,age,session
2027,a car,3,run_v31532553380548
2249,a car,7,run_v31533239668735
2252,a car,8,run_v21524852136263
2161,a car,5,run_v31532550368336
2006,a car,3,run_v31526154627196
2147,a car,5,run_v31526756687249
2237,a car,7,run_v31532469838867
2075,a car,4,run_v31526078928446
2133,a car,5,run_v31525893976840
2242,a car,7,run_v31532808536853
2020,a car,3,run_v31527879780715
2209,a car,6,run_v31532810871513
2187,a car,6,run_v21525548553791
1969,a car,2,run_v31532804759926
2131,a car,5,run_v21525560854927
2137,a car,5,run_v31526158807742
2070,a car,4,run_v31525899254114
2009,a car,3,run_v31526502079646
2334,a car,10,run_v31533252262986
2278,a car,8,run_v31533070361004
2177,a car,5,run_v31533152649611
2239,a car,7,run_v31532641054603
2005,a car,3,run_v31526154337782
2141,a car,5,run_v31526492191665
2281,a car,8,run_v31533148815589
2130,a car,5,run_v21525559482786
1999,a car,3,run_v21525821354432
2059,a car,4,run_v21525633145983
2033,a car,3,run_v31532807103279
1950,a car,2,run_v31526413722391
1979,a car,3,run_test1524776059907
2114,a car,4,run_v31533242019710
2301,a car,9,run_v31532804527096
1945,a car,2,run_v31526160539320
1974,a car,2,run_v31533152352798
1989,a car,3,run_v21525387461638
2104,a car,4,run_v31532715129943
2031,a car,3,run_v31532643083491
2044,a car,3,run_v31533233033137
2064,a car,4,run_v21525648097422
2081,a car,4,run_v31526250064091
2265,a car,8,run_v31526164238357
2300,a car,9,run_v31532804150867
1966,a car,2,run_v31532640710618
2048,a car,3,stationPilot1_1524768885837
2082,a car,4,run_v31526417227846
2038,a car,3,run_v31532991619774
2034,a car,3,run_v31532809052709
2018,a car,3,run_v31527794644630
2097,a car,4,run_v31532546118317
2162,a car,5,run_v31532551104792
2062,a car,4,run_v21525643056695
2292,a car,9,run_v31526253458184
2268,a car,8,run_v31526413939938
1985,a car,3,run_v21525371761734
1954,a car,2,run_v31526493024418
2260,a car,8,run_v31526074471797
1944,a car,2,run_v31526064952740
2299,a car,9,run_v31532645137140
2294,a car,9,run_v31526757005823
2089,a car,4,run_v31526763408835
2195,a car,6,run_v31526168752022
2030,a car,3,run_v31532628744542
2079,a car,4,run_v31526167651102
2324,a car,10,run_v31532638309368
2111,a car,4,run_v31533075663881
2065,a car,4,run_v21525648772194
2169,a car,5,run_v31532810403779
1988,a car,3,run_v21525385713089
2191,a car,6,run_v21525562697676
2199,a car,6,run_v31526506411620
2210,a car,6,run_v31532982235550
2103,a car,4,run_v31532714767665
2219,a car,7,run_v21525378010692
2099,a car,4,run_v31532559711223
2298,a car,9,run_v31532644511956
2309,a car,9,run_v31533225599673
2028,a car,3,run_v31532557633072
2037,a car,3,run_v31532990938384
2230,a car,7,run_v31526417564997
2072,a car,4,run_v31525984464310
2124,a car,5,run_v21525461501240
2021,a car,3,run_v31532464602310
2254,a car,8,run_v21524854095549
2067,a car,4,run_v21525803809858
2101,a car,4,run_v31532639699688
2098,a car,4,run_v31532547735203
2186,a car,6,run_v21525461716081
2221,a car,7,run_v21525457904470
2327,a car,10,run_v31532984475063
2181,a car,6,run_v21524853769415
2115,a car,4,run_v31533244161520
2105,a car,4,run_v31532716386819
2091,a car,4,run_v31527009966236
2158,a car,5,run_v31532472921086
2040,a car,3,run_v31533066786581
2095,a car,4,run_v31527895799232
2192,a car,6,run_v31525891444648
1948,a car,2,run_v31526249267204
2296,a car,9,run_v31532542967153
2306,a car,9,run_v31533070797058
2042,a car,3,run_v31533147248561
2332,a car,10,run_v31533242366572
2259,a car,8,run_v21525646041749
2012,a car,3,run_v31526677237307
2235,a car,7,run_v31527793036538
1936,a car,2,run_v21525215311428
2290,a car,9,run_v31526247467722
2183,a car,6,run_v21525455773609
2011,a car,3,run_v31526671777923
2271,a car,8,run_v31532545415363
2094,a car,4,run_v31527894813892
2004,a car,3,run_v31526078606222
2083,a car,4,run_v31526497714288
2257,a car,8,run_v21525457620791
1947,a car,2,run_v31526241319670
2322,a car,10,run_v31532635294487
2325,a car,10,run_v31532644174021
2143,a car,5,run_v31526499554039
2250,a car,7,run_v31533245866603
2117,a car,4,stationPilot1_1524774211399
2000,a car,3,run_v31525901714819
2076,a car,4,run_v31526144135278
2248,a car,7,run_v31533165861944
2109,a car,4,run_v31532893623593
2159,a car,5,run_v31532541152652
1986,a car,3,run_v21525376290344
2282,a car,8,run_v31533150870177
2077,a car,4,run_v31526162026170
2145,a car,5,run_v31526681463221
1987,a car,3,run_v21525379342262
2055,a car,4,run_v21525544661929
1949,a car,2,run_v31526411112241
2178,a car,5,run_v31533154456828
2304,a car,9,run_v31532977275424
2073,a car,4,run_v31526065527149
2125,a car,5,run_v21525470728442
2313,a car,10,run_v21525545903076
2144,a car,5,run_v31526674232751
2001,a car,3,run_v31525904067360
2329,a car,10,run_v31533151972028
1943,a car,2,run_v31525990258467
2226,a car,7,run_v31526061922561
2126,a car,5,run_v21525474148305
1990,a car,3,run_v21525473900587
2127,a car,5,run_v21525554303144
2231,a car,7,run_v31526598717979
2139,a car,5,run_v31526254866517
2276,a car,8,run_v31532821371094
2118,a car,5,run_test1524769263535
2154,a car,5,run_v31527888599306
2052,a car,4,run_v21525214198507
2267,a car,8,run_v31526253016255
1983,a car,3,run_v21525286901090
2193,a car,6,run_v31525895728803
2155,a car,5,run_v31527891599331
2153,a car,5,run_v31527888000058
2198,a car,6,run_v31526251955281
2321,a car,10,run_v31532560208636
2008,a car,3,run_v31526501614452
1961,a car,2,run_v31526767678558
2206,a car,6,run_v31532548328580
2039,a car,3,run_v31532992651449
2046,a car,3,run_v31533236779925
2211,a car,6,run_v31532989462454
2244,a car,7,run_v31532816089383
2180,a car,5,stationPilot1_1524766676245
2051,a car,4,run_v21525204751261
2112,a car,4,run_v31533153135562
1939,a car,2,run_v21525646419316
2255,a car,8,run_v21525371436644
1970,a car,2,run_v31532812086389
2128,a car,5,run_v21525557787282
2058,a car,4,run_v21525547211269
2085,a car,4,run_v31526507939966
2241,a car,7,run_v31532730363351
1975,a car,2,run_v31533240618116
2179,a car,5,run_v31533154863881
2140,a car,5,run_v31526418564273
2024,a car,3,run_v31532545722064
2146,a car,5,run_v31526752119934
2203,a car,6,run_v31526669362249
2032,a car,3,run_v31532646116167
2010,a car,3,run_v31526589361603
2170,a car,5,run_v31532810666315
2061,a car,4,run_v21525640494973
2134,a car,5,run_v31525976865876
1962,a car,2,run_v31532463823344
2175,a car,5,run_v31533063333125
2275,a car,8,run_v31532811548992
2200,a car,6,run_v31526665223948
2307,a car,9,run_v31533071446076
2060,a car,4,run_v21525639180649
2106,a car,4,run_v31532803527400
2261,a car,8,run_v31526148748919
1967,a car,2,run_v31532712776327
1994,a car,3,run_v21525558221538
2288,a car,9,run_v31525993726883
2173,a car,5,run_v31532982445797
2273,a car,8,run_v31532631161644
2068,a car,4,run_v21525808174680
2166,a car,5,run_v31532637678672
2295,a car,9,run_v31527876599479
2025,a car,3,run_v31532547309399
1980,a car,3,run_v21525202141816
2014,a car,3,run_v31526757398790
2320,a car,10,run_v31532559393734
2138,a car,5,run_v31526254092272
1991,a car,3,run_v21525474543819
2316,a car,10,run_v31526765218403
2116,a car,4,run_v31533244430816
2176,a car,5,run_v31533075886243
2148,a car,5,run_v31526762362068
2253,a car,8,run_v21524852602415
2123,a car,5,run_v21525372655577
2247,a car,7,run_v31533077875433
2328,a car,10,run_v31533069252437
2120,a car,5,run_v21524855358955
2280,a car,8,run_v31533080542007
2113,a car,4,run_v31533231737382
1992,a car,3,run_v21525547616618
1946,a car,2,run_v31526162477315
2047,a car,3,run_v31533246512058
1938,a car,2,run_v21525302271051
2023,a car,3,run_v31532542766048
2333,a car,10,run_v31533249424986
1984,a car,3,run_v21525298849851
2229,a car,7,run_v31526252692974
2121,a car,5,run_v21524943406110
2204,a car,6,run_v31532469506975
2297,a car,9,run_v31532556021857
2092,a car,4,run_v31527016330371
2041,a car,3,run_v31533074167022
2035,a car,3,run_v31532891772848
2269,a car,8,run_v31532469229565
2317,a car,10,run_v31532545116879
2132,a car,5,run_v21525641890517
1937,a car,2,run_v21525291006459
1953,a car,2,run_v31526492679058
2164,a car,5,run_v31532553043342
2287,a car,9,run_v21525823804093
2135,a car,5,run_v31526072947360
2283,a car,8,run_v31533166611248
2007,a car,3,run_v31526415298029
2312,a car,9,stationPilot1_1524767460609
2266,a car,8,run_v31526249878999
2069,a car,4,run_v21525808318682
2330,a car,10,run_v31533163116591
1982,a car,3,run_v21525205061570
2129,a car,5,run_v21525558605121
2110,a car,4,run_v31533067619622
2049,a car,4,run_v21525201739679
2216,a car,6,run_v31533246783188
1952,a car,2,run_v31526491920836
2326,a car,10,run_v31532808774034
2149,a car,5,run_v31526766142852
2323,a car,10,run_v31532638082222
2142,a car,5,run_v31526498877100
1973,a car,2,run_v31533072750881
2080,a car,4,run_v31526239192649
2036,a car,3,run_v31532990388310
2157,a car,5,run_v31532468496401
1998,a car,3,run_v21525811377305
1956,a car,2,run_v31526497092100
2331,a car,10,run_v31533163681171
2163,a car,5,run_v31532551944059
2026,a car,3,run_v31532549645991
2227,a car,7,run_v31526064586872
2318,a car,10,run_v31532551715260
2319,a car,10,run_v31532558647575
2050,a car,4,run_v21525203747073
2171,a car,5,run_v31532893428063
2107,a car,4,run_v31532806070697
2063,a car,4,run_v21525647207993
2194,a car,6,run_v31526061437727
1965,a car,2,run_v31532633394673
2043,a car,3,run_v31533161917291
2045,a car,3,run_v31533234169662
2310,a car,9,run_v31533241251666
2016,a car,3,run_v31526762829294
2013,a car,3,run_v31526681102427
2279,a car,8,run_v31533076608623
2284,a car,8,run_v31533234855582
1940,a car,2,run_v31525893174061
2274,a car,8,run_v31532641491167
2305,a car,9,run_v31533065275687
2228,a car,7,run_v31526244386384
2218,a car,7,run_v21525374885643
2303,a car,9,run_v31532893265078
2289,a car,9,run_v31526155956525
2291,a car,9,run_v31526252261677
2311,a car,9,run_v31533251095500
2084,a car,4,run_v31526507469435
2087,a car,4,run_v31526673903441
1963,a car,2,run_v31532553979723
2174,a car,5,run_v31532989987843
2314,a car,10,run_v31526152332221
2056,a car,4,run_v21525544907068
2122,a car,5,run_v21525369840057
1996,a car,3,run_v21525809840098
2151,a car,5,run_v31526766708947
1995,a car,3,run_v21525563483417
2190,a car,6,run_v21525561152170
1941,a car,2,run_v31525894697860
2286,a car,8,run_v31533241811959
2022,a car,3,run_v31532540521151
2136,a car,5,run_v31526157427450
1968,a car,2,run_v31532723229745
2102,a car,4,run_v31532643410894
2264,a car,8,run_v31526163910656
2207,a car,6,run_v31532557871071
2019,a car,3,run_v31527801844607
2100,a car,4,run_v31532631816024
1942,a car,2,run_v31525901322190
2152,a car,5,run_v31527794044672
2096,a car,4,run_v31532465462021
1972,a car,2,run_v31533072494671
2184,a car,6,run_v21525458631961
2066,a car,4,run_v21525802763941
2108,a car,4,run_v31532815307456
1960,a car,2,run_v31526680185143
2053,a car,4,run_v21525297791022
2245,a car,7,run_v31532978289131
2088,a car,4,run_v31526675307830
2308,a car,9,run_v31533161571311
1977,a car,2,run_v31533248285018
1993,a car,3,run_v21525550708871
2262,a car,8,run_v31526150370058
2093,a car,4,run_v31527719230278
2074,a car,4,run_v31526073488506
1964,a car,2,run_v31532559987361
1997,a car,3,run_v21525811079374
2201,a car,6,run_v31526665751276
2017,a car,3,run_v31526763016973
2185,a car,6,run_v21525461357850
2285,a car,8,run_v31533241608392
2160,a car,5,run_v31532549292414
2196,a car,6,run_v31526240601849
2071,a car,4,run_v31525975379407
2208,a car,6,run_v31532805314914
2277,a car,8,run_v31532980106776
2215,a car,6,run_v31533065061260
2236,a car,7,run_v31532457811213
2003,a car,3,run_v31525992682386
2212,a car,6,run_v31532992214354
2213,a car,6,run_v31532992438456
2256,a car,8,run_v21525373474637
2223,a car,7,run_v21525555736798
2225,a car,7,run_v31526060708396
1958,a car,2,run_v31526584027584
2150,a car,5,run_v31526766453659
2293,a car,9,run_v31526593619763
2090,a car,4,run_v31526763707135
1978,a car,2,stationPilot1_1524777289150
2165,a car,5,run_v31532560470628
2015,a car,3,run_v31526758896291
2302,a car,9,run_v31532805040363
2205,a car,6,run_v31532546378789
2054,a car,4,run_v21525453199663
1955,a car,2,run_v31526493522883
2258,a car,8,run_v21525556038612
2234,a car,7,run_v31527789844695
2246,a car,7,run_v31533064718080
2272,a car,8,run_v31532555117955
2202,a car,6,run_v31526666150080
2168,a car,5,run_v31532810188859
2197,a car,6,run_v31526251554792
2217,a car,7,run_v21524854929261
1951,a car,2,run_v31526414368321
2220,a car,7,run_v21525455905420
2222,a car,7,run_v21525459333293
2002,a car,3,run_v31525992411710
2680,a chair,6,run_v31530660378005
2337,a chair,2,run_v31527972599108
2584,a chair,5,run_v31529009519409
2518,a chair,4,run_v31530556401391
2753,a chair,7,run_v31532117429606
2491,a chair,4,run_v31529092415344
2451,a chair,3,run_v31531600141962
2822,a chair,10,run_v31528056599279
2531,a chair,4,run_v31531340517880
2445,a chair,3,run_v31531337830904
2859,a chair,10,run_v31531684620879
2342,a chair,2,run_v31528482134673
2707,a chair,6,run_v31532117602626
2641,a chair,6,run_v31528064164353
2801,a chair,9,run_v31529020199113
2437,a chair,3,run_v31530566842084
2533,a chair,4,run_v31531433524106
2431,a chair,3,run_v31530483097040
2459,a chair,3,run_v31531775181251
2824,a chair,10,run_v31528137160060
2440,a chair,3,run_v31530650975302
2517,a chair,4,run_v31530482360939
2814,a chair,9,run_v31531419471892
2823,a chair,10,run_v31528061180620
2633,a chair,5,run_v31532126921035
2395,a chair,3,run_v31528060444990
2651,a chair,6,run_v31528409084005
2391,a chair,3,run_v31527963107380
2672,a chair,6,run_v31529447595650
2806,a chair,9,run_v31530648954650
2789,a chair,8,run_v31531770788487
2565,a chair,5,run_v31528224599151
2435,a chair,3,run_v31530562825622
2427,a chair,3,run_v31530313164406
2385,a chair,2,run_v31531682143759
2724,a chair,7,run_v31530394444658
2738,a chair,7,run_v31530817481755
2733,a chair,7,run_v31530655295892
2487,a chair,4,run_v31528845599021
2524,a chair,4,run_v31530659023821
2365,a chair,2,run_v31530473790141
2558,a chair,5,run_v31528058761703
2464,a chair,3,run_v31531953808318
2727,a chair,7,run_v31530558706822
2819,a chair,9,run_v31531603807178
2687,a chair,6,run_v31531345439383
2657,a chair,6,run_v31528584866783
2439,a chair,3,run_v31530641709938
2583,a chair,5,run_v31529005199214
2668,a chair,6,run_v31528845435187
2515,a chair,4,run_v31530481705566
2615,a chair,5,run_v31531608572760
2519,a chair,4,run_v31530556706530
2647,a chair,6,run_v31528399548613
2371,a chair,2,run_v31530737035545
2804,a chair,9,run_v31529360399092
2363,a chair,2,run_v31530399269091
2534,a chair,4,run_v31531505500838
2786,a chair,8,run_v31531686508439
2367,a chair,2,run_v31530646805310
2592,a chair,5,run_v31529435452831
2619,a chair,5,run_v31531867483721
2422,a chair,3,run_v31529436599227
2728,a chair,7,run_v31530572855813
2486,a chair,4,run_v31528843580055
2723,a chair,7,run_v31529522399308
2849,a chair,10,run_v31530652167310
2512,a chair,4,run_v31530478539938
2529,a chair,4,run_v31530743856841
2359,a chair,2,run_v31529451599071
2500,a chair,4,run_v31529524328211
2447,a chair,3,run_v31531353094485
2355,a chair,2,run_v31529356851012
2598,a chair,5,run_v31529527799264
2621,a chair,5,run_v31531868519222
2559,a chair,5,run_v31528061399199
2768,a chair,8,run_v31528920211615
2353,a chair,2,run_v31529351694802
2755,a chair,8,run_v31527960931784
2623,a chair,5,run_v31531944151133
2463,a chair,3,run_v31531948568763
2688,a chair,6,run_v31531417799244
2690,a chair,6,run_v31531425410975
2446,a chair,3,run_v31531338718908
2711,a chair,7,run_v31528065927196
2361,a chair,2,run_v31530385056869
2520,a chair,4,run_v31530564365772
2555,a chair,5,run_v31527981599050
2853,a chair,10,run_v31531421394850
2532,a chair,4,run_v31531340810170
2552,a chair,5,run_v31527979692326
2481,a chair,4,run_v31528572599284
2466,a chair,3,run_v31532030296293
2694,a chair,6,run_v31531611923522
2800,a chair,9,run_v31528839599186
2388,a chair,2,run_v31531855307230
2580,a chair,5,run_v31528922999212
2343,a chair,2,run_v31528495589660
2594,a chair,5,run_v31529436283949
2358,a chair,2,run_v31529440199211
2683,a chair,6,run_v31530747157999
2643,a chair,6,run_v31528136999209
2754,a chair,7,run_v31532123073667
2811,a chair,9,run_v31530742633692
2364,a chair,2,run_v31530402216335
2461,a chair,3,run_v31531856499391
2777,a chair,8,run_v31530563421820
2582,a chair,5,run_v31528926779657
2453,a chair,3,run_v31531608035207
2662,a chair,6,run_v31528746954006
2356,a chair,2,run_v31529432999222
2769,a chair,8,run_v31529176355431
2813,a chair,9,run_v31531339927175
2514,a chair,4,run_v31530480400108
2545,a chair,4,run_v31531941504435
2484,a chair,4,run_v31528585199054
2797,a chair,9,run_v31528748999207
2530,a chair,4,run_v31530816545217
2650,a chair,6,run_v31528408799127
2374,a chair,2,run_v31531427044452
2666,a chair,6,run_v31528749624228
2710,a chair,7,run_v31528064999186
2620,a chair,5,run_v31531868257542
2667,a chair,6,run_v31528828941425
2474,a chair,4,run_v31528154999081
2834,a chair,10,run_v31529097221520
2808,a chair,9,run_v31530651751438
2393,a chair,3,run_v31527971399240
2677,a chair,6,run_v31530568471871
2424,a chair,3,run_v31529516821742
2394,a chair,3,run_v31527979199137
2433,a chair,3,run_v31530483825626
2779,a chair,8,run_v31530643882583
2778,a chair,8,run_v31530643497768
2375,a chair,2,run_v31531428472392
2741,a chair,7,run_v31531344318041
2790,a chair,8,run_v31531776164644
2802,a chair,9,run_v31529097468828
2791,a chair,8,run_v31531779637393
2625,a chair,5,run_v31531951940895
2655,a chair,6,run_v31528570881368
2502,a chair,4,run_v31529527531986
2792,a chair,8,run_v31531853118396
2658,a chair,6,run_v31528588199098
2673,a chair,6,run_v31529783123454
2450,a chair,3,run_v31531427310944
2771,a chair,8,run_v31529359799192
2556,a chair,5,run_v31527982199109
2527,a chair,4,run_v31530733127648
2644,a chair,6,run_v31528229399210
2810,a chair,9,run_v31530742221909
2828,a chair,10,run_v31528750199149
2852,a chair,10,run_v31531340128856
2368,a chair,2,run_v31530654575015
2380,a chair,2,run_v31531593381031
2648,a chair,6,run_v31528401599159
2749,a chair,7,run_v31531952793335
2452,a chair,3,run_v31531603065127
2732,a chair,7,run_v31530652025116
2626,a chair,5,run_v31531953239905
2867,a chair,10,run_v31532114536745
2795,a chair,8,run_v31532111494633
2421,a chair,3,run_v31529362393876
2817,a chair,9,run_v31531594552230
2406,a chair,3,run_v31528578938334
2770,a chair,8,run_v31529269799195
2384,a chair,2,run_v31531609233310
2351,a chair,2,run_v31529272199276
2855,a chair,10,run_v31531508396519
2496,a chair,4,run_v31529278944908
2762,a chair,8,run_v31528493095544
2471,a chair,4,run_v31527969790348
2825,a chair,10,run_v31528228199254
2646,a chair,6,run_v31528399199252
2627,a chair,5,run_v31532030055524
2593,a chair,5,run_v31529435700868
2642,a chair,6,run_v31528064399165
2669,a chair,6,run_v31529007034638
2835,a chair,10,run_v31529097599117
2870,a chair,10,run_v31532120837108
2537,a chair,4,run_v31531523552767
2428,a chair,3,run_v31530391557087
2547,a chair,4,run_v31532111078231
2587,a chair,5,run_v31529173799299
2807,a chair,9,run_v31530651505372
2611,a chair,5,run_v31531432311575
2416,a chair,3,run_v31529015399141
2715,a chair,7,run_v31528913633652
2488,a chair,4,run_v31528912799246
2827,a chair,10,run_v31528749906104
2721,a chair,7,run_v31529438726305
2379,a chair,2,run_v31531592002510
2632,a chair,5,run_v31532125606511
2624,a chair,5,run_v31531950791739
2497,a chair,4,run_v31529347199328
2639,a chair,6,run_v31527977844711
2645,a chair,6,run_v31528320073908
2671,a chair,6,run_v31529358887044
2544,a chair,4,run_v31531858496244
2377,a chair,2,run_v31531509796375
2373,a chair,2,run_v31531421007338
2560,a chair,5,run_v31528066914558
2441,a chair,3,run_v31530651257351
2578,a chair,5,run_v31528919741705
2448,a chair,3,run_v31531423486313
2691,a chair,6,run_v31531515586470
2699,a chair,6,run_v31531776375845
2504,a chair,4,run_v31530309361085
2864,a chair,10,run_v31531952560214
2820,a chair,9,run_v31532125005368
2718,a chair,7,run_v31529088599359
2574,a chair,5,run_v31528760399049
2430,a chair,3,run_v31530482623512
2562,a chair,5,run_v31528136180481
2403,a chair,3,run_v31528483829261
2599,a chair,5,run_v31529788207319
2423,a chair,3,run_v31529447016526
2860,a chair,10,run_v31531860088499
2477,a chair,4,run_v31528324072022
2767,a chair,8,run_v31528744085232
2370,a chair,2,run_v31530733634613
2854,a chair,10,run_v31531507880328
2781,a chair,8,run_v31531425150399
2840,a chair,10,run_v31529364077632
2350,a chair,2,run_v31529179199275
2503,a chair,4,run_v31529619766046
2468,a chair,3,run_v31532198747077
2436,a chair,3,run_v31530566132538
2605,a chair,5,run_v31530555407546
2703,a chair,6,run_v31531951649591
2345,a chair,2,run_v31528752599073
2551,a chair,4,run_v31532196800622
2405,a chair,3,run_v31528572105805
2782,a chair,8,run_v31531511496550
2664,a chair,6,run_v31528747490464
2568,a chair,5,run_v31528319399073
2344,a chair,2,run_v31528568999293
2696,a chair,6,run_v31531691181338
2857,a chair,10,run_v31531592466997
2783,a chair,8,run_v31531605836468
2631,a chair,5,run_v31532122664288
2805,a chair,9,run_v31529534999170
2354,a chair,2,run_v31529356602865
2862,a chair,10,run_v31531929599672
2414,a chair,3,run_v31528917078052
2748,a chair,7,run_v31531769584349
2553,a chair,5,run_v31527979799077
2652,a chair,6,run_v31528487399213
2659,a chair,6,run_v31528665810605
2506,a chair,4,run_v31530310978529
2409,a chair,3,run_v31528586999122
2678,a chair,6,run_v31530654749203
2736,a chair,7,run_v31530743542038
2417,a chair,3,run_v31529184066015
2713,a chair,7,run_v31528580399104
2704,a chair,6,run_v31532112624073
2572,a chair,5,run_v31528584210648
2608,a chair,5,run_v31530719999633
2717,a chair,7,run_v31528999012122
2682,a chair,6,run_v31530736835944
2744,a chair,7,run_v31531604896300
2712,a chair,7,run_v31528394999246
2815,a chair,9,run_v31531504712583
2458,a chair,3,run_v31531774926854
2706,a chair,6,run_v31532113255816
2507,a chair,4,run_v31530311922480
2510,a chair,4,run_v31530398644776
2456,a chair,3,run_v31531693813983
2597,a chair,5,run_v31529452799035
2400,a chair,3,run_v31528225564149
2856,a chair,10,run_v31531590758359
2513,a chair,4,run_v31530478955787
2389,a chair,2,run_v31531936445541
2381,a chair,2,run_v31531598283011
2541,a chair,4,run_v31531689427953
2538,a chair,4,run_v31531599507205
2561,a chair,5,run_v31528067999106
2505,a chair,4,run_v31530310159455
2676,a chair,6,run_v31530559902290
2656,a chair,6,run_v31528583252900
2866,a chair,10,run_v31532114267463
2604,a chair,5,run_v31530486011120
2521,a chair,4,run_v31530567206127
2470,a chair,4,run_v31527966780680
2700,a chair,6,run_v31531848222253
2399,a chair,3,run_v31528223120387
2581,a chair,5,run_v31528923599219
2796,a chair,9,run_v31528742999187
2861,a chair,10,run_v31531864093150
2684,a chair,6,run_v31530816296800
2681,a chair,6,run_v31530736179942
2731,a chair,7,run_v31530646589228
2829,a chair,10,run_v31529008817526
2585,a chair,5,run_v31529011799119
2485,a chair,4,run_v31528752179584
2739,a chair,7,run_v31530818736526
2830,a chair,10,run_v31529009014785
2606,a chair,5,run_v31530644391081
2346,a chair,2,run_v31528756799095
2838,a chair,10,run_v31529273609988
2809,a chair,9,run_v31530657125513
2543,a chair,4,run_v31531692039108
2751,a chair,7,run_v31532034912264
2495,a chair,4,run_v31529263799251
2478,a chair,4,run_v31528483000882
2803,a chair,9,run_v31529183399113
2444,a chair,3,run_v31530820644765
2720,a chair,7,run_v31529187059841
2750,a chair,7,run_v31531954185970
2784,a chair,8,run_v31531611297816
2693,a chair,6,run_v31531606164975
2472,a chair,4,run_v31527970799228
2412,a chair,3,run_v31528841058316
2716,a chair,7,run_v31528919459689
2492,a chair,4,run_v31529177399237
2347,a chair,2,run_v31528828537085
2865,a chair,10,run_v31532028701741
2536,a chair,4,run_v31531510739922
2708,a chair,6,run_v31532197883703
2745,a chair,7,run_v31531606463069
2535,a chair,4,run_v31531506812090
2674,a chair,6,run_v31530390310095
2398,a chair,3,run_v31528063799169
2473,a chair,4,run_v31528135799225
2595,a chair,5,run_v31529442453861
2798,a chair,9,run_v31528835999112
2508,a chair,4,run_v31530381861744
2509,a chair,4,run_v31530390885520
2842,a chair,10,run_v31529446827103
2772,a chair,8,run_v31529360218856
2785,a chair,8,run_v31531684414594
2654,a chair,6,run_v31528501199314
2550,a chair,4,run_v31532122767230
2689,a chair,6,run_v31531421766660
2542,a chair,4,run_v31531689892498
2570,a chair,5,run_v31528487999206
2362,a chair,2,run_v31530395947439
2776,a chair,8,run_v31530553622585
2851,a chair,10,run_v31530742973468
2818,a chair,9,run_v31531594948181
2821,a chair,10,run_v31527970199200
2480,a chair,4,run_v31528499399037
2540,a chair,4,run_v31531688398628
2709,a chair,7,run_v31528057829952
2378,a chair,2,run_v31531524193282
2357,a chair,2,run_v31529436802425
2765,a chair,8,run_v31528658399219
2614,a chair,5,run_v31531607084953
2832,a chair,10,run_v31529019290226
2438,a chair,3,run_v31530639954189
2548,a chair,4,run_v31532119480468
2837,a chair,10,run_v31529101969095
2618,a chair,5,run_v31531774669708
2670,a chair,6,run_v31529012399114
2846,a chair,10,run_v31530397434537
2734,a chair,7,run_v31530729544848
2462,a chair,3,run_v31531861551790
2434,a chair,3,run_v31530562128543
2747,a chair,7,run_v31531693076482
2697,a chair,6,run_v31531697804442
2722,a chair,7,run_v31529440297346
2498,a chair,4,run_v31529358345012
2788,a chair,8,run_v31531695363694
2590,a chair,5,run_v31529183617044
2698,a chair,6,run_v31531771739798
2617,a chair,5,run_v31531769881846
2546,a chair,4,run_v31532042260290
2413,a chair,3,run_v31528916399303
2602,a chair,5,run_v31530478097123
2569,a chair,5,run_v31528481399327
2410,a chair,3,run_v31528672799172
2338,a chair,2,run_v31528059599251
2420,a chair,3,run_v31529359199193
2649,a chair,6,run_v31528405799163
2746,a chair,7,run_v31531692832204
2372,a chair,2,run_v31530806399798
2759,a chair,8,run_v31528395460868
2730,a chair,7,run_v31530646004607
2780,a chair,8,run_v31530650564568
2726,a chair,7,run_v31530486723560
2600,a chair,5,run_v31530384361271
2743,a chair,7,run_v31531594033814
3332,a couch,8,run_v31530643497768
3230,a couch,6,run_v31530747157999
2931,a couch,2,run_v31531936445541
3310,a couch,8,run_v31528065690229
3205,a couch,6,run_v31528665810605
3085,a couch,4,run_v31531506812090
3156,a couch,5,run_v31530644391081
3056,a couch,4,run_v31529524328211
3252,a couch,6,run_v31532043949200
3115,a couch,5,run_v31528224184593
3330,a couch,8,run_v31530553622585
3202,a couch,6,run_v31528584599124
3044,a couch,4,run_v31529092415344
2880,a couch,2,run_v31528393568087
3417,a couch,10,run_v31531860088499
3010,a couch,3,run_v31531688149251
3279,a couch,7,run_v31530558706822
3324,a couch,8,run_v31529269799195
2904,a couch,2,run_v31530552560204
3377,a couch,9,run_v31531765176396
2963,a couch,3,run_v31529273248371
3208,a couch,6,run_v31528671848731
3129,a couch,5,run_v31528919741705
3287,a couch,7,run_v31530743542038
3226,a couch,6,run_v31530654749203
3134,a couch,5,run_v31529005199214
3283,a couch,7,run_v31530652025116
2957,a couch,3,run_v31529006667560
3200,a couch,6,run_v31528491599199
3039,a couch,4,run_v31528845599021
2892,a couch,2,run_v31529179199275
3376,a couch,9,run_v31531603807178
2890,a couch,2,run_v31528910999323
3099,a couch,4,run_v31532042260290
2965,a couch,3,run_v31529359199193
3196,a couch,6,run_v31528408575173
3401,a couch,10,run_v31530397094726
3126,a couch,5,run_v31528760617568
3017,a couch,3,run_v31531861551790
3140,a couch,5,run_v31529183617044
3182,a couch,5,run_v31532212066778
2993,a couch,3,run_v31530814692096
