"","X1","session_id","trial_num","category","age","submit_time","submit_date","num_strokes","draw_duration_old","draw_duration_new","trial_duration","mean_intensity","bounding_box","filename","fileNameShort","fullPath","age_numeric","fileNameShortNew","version"
"1825",7098,"cdm_run_v31530563421820",2,"this circle","age8",1530563550108,2018-07-02 20:32:30,1,0,NA,NA,0.0312101403061224,"(43, 193, 42, 178)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age8_cdm_run_v31530563421820.png","this circle_sketch_age8_cdm_run_v31530563421820.png","sketches_full_dataset/this circle/this circle_sketch_age8_cdm_run_v31530563421820.png",8,"circle_sketch_age8_cdm_run_v31530563421820.png",1
"1826",7112,"cdm_run_v31530564365772",0,"square","age4",1530564388202,2018-07-02 20:46:28,4,0.792,NA,NA,0.0242546237244898,"(52, 174, 45, 178)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age4_cdm_run_v31530564365772.png","square_sketch_age4_cdm_run_v31530564365772.png","sketches_full_dataset/square/square_sketch_age4_cdm_run_v31530564365772.png",4,"",1
"1827",7113,"cdm_run_v31530564365772",1,"shape","age4",1530564399012,2018-07-02 20:46:39,5,5.379,NA,NA,0.0398796237244898,"(0, 223, 45, 217)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age4_cdm_run_v31530564365772.png","shape_sketch_age4_cdm_run_v31530564365772.png","sketches_full_dataset/shape/shape_sketch_age4_cdm_run_v31530564365772.png",4,"",1
"1828",7114,"cdm_run_v31530564365772",2,"this circle","age4",1530564416816,2018-07-02 20:46:56,13,5.542,NA,NA,0.0268056441326531,"(42, 174, 49, 190)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age4_cdm_run_v31530564365772.png","this circle_sketch_age4_cdm_run_v31530564365772.png","sketches_full_dataset/this circle/this circle_sketch_age4_cdm_run_v31530564365772.png",4,"circle_sketch_age4_cdm_run_v31530564365772.png",1
"1829",7120,"cdm_run_v31530566132538",0,"square","age3",1530566447107,2018-07-02 21:20:47,5,5.141,NA,NA,0.0145487882653061,"(51, 160, 67, 142)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age3_cdm_run_v31530566132538.png","square_sketch_age3_cdm_run_v31530566132538.png","sketches_full_dataset/square/square_sketch_age3_cdm_run_v31530566132538.png",3,"",1
"1830",7121,"cdm_run_v31530566132538",1,"shape","age3",1530566468295,2018-07-02 21:21:08,24,9.84,NA,NA,0.0207071109693878,"(0, 202, 40, 162)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age3_cdm_run_v31530566132538.png","shape_sketch_age3_cdm_run_v31530566132538.png","sketches_full_dataset/shape/shape_sketch_age3_cdm_run_v31530566132538.png",3,"",1
"1831",7122,"cdm_run_v31530566132538",2,"this circle","age3",1530566487180,2018-07-02 21:21:27,18,9.142,NA,NA,0.0224609375,"(28, 223, 36, 156)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age3_cdm_run_v31530566132538.png","this circle_sketch_age3_cdm_run_v31530566132538.png","sketches_full_dataset/this circle/this circle_sketch_age3_cdm_run_v31530566132538.png",3,"circle_sketch_age3_cdm_run_v31530566132538.png",1
"1832",7127,"cdm_run_v31530566593366",0,"square","age3",1530566633403,2018-07-02 21:23:53,131,8.257,NA,NA,0.0951650191326531,"(25, 190, 34, 223)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age3_cdm_run_v31530566593366.png","square_sketch_age3_cdm_run_v31530566593366.png","sketches_full_dataset/square/square_sketch_age3_cdm_run_v31530566593366.png",3,"",1
"1833",7128,"cdm_run_v31530566593366",1,"shape","age3",1530566652576,2018-07-02 21:24:12,12,9.636,NA,NA,0.0238161670918367,"(0, 208, 63, 130)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age3_cdm_run_v31530566593366.png","shape_sketch_age3_cdm_run_v31530566593366.png","sketches_full_dataset/shape/shape_sketch_age3_cdm_run_v31530566593366.png",3,"",1
"1834",7129,"cdm_run_v31530566593366",2,"this circle","age3",1530566670208,2018-07-02 21:24:30,19,1.078,NA,NA,0.0121372767857143,"(61, 163, 97, 177)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age3_cdm_run_v31530566593366.png","this circle_sketch_age3_cdm_run_v31530566593366.png","sketches_full_dataset/this circle/this circle_sketch_age3_cdm_run_v31530566593366.png",3,"circle_sketch_age3_cdm_run_v31530566593366.png",1
"1835",7150,"cdm_run_v31530567206127",0,"square","age4",1530567226241,2018-07-02 21:33:46,1,0,NA,NA,0.017936862244898,"(60, 160, 52, 163)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age4_cdm_run_v31530567206127.png","square_sketch_age4_cdm_run_v31530567206127.png","sketches_full_dataset/square/square_sketch_age4_cdm_run_v31530567206127.png",4,"",1
"1836",7151,"cdm_run_v31530567206127",1,"shape","age4",1530567242075,2018-07-02 21:34:02,1,0,NA,NA,0.0311702806122449,"(7, 205, 37, 154)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age4_cdm_run_v31530567206127.png","shape_sketch_age4_cdm_run_v31530567206127.png","sketches_full_dataset/shape/shape_sketch_age4_cdm_run_v31530567206127.png",4,"",1
"1837",7152,"cdm_run_v31530567206127",2,"this circle","age4",1530567257678,2018-07-02 21:34:17,2,4.942,NA,NA,0.0342992665816327,"(45, 171, 48, 183)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age4_cdm_run_v31530567206127.png","this circle_sketch_age4_cdm_run_v31530567206127.png","sketches_full_dataset/this circle/this circle_sketch_age4_cdm_run_v31530567206127.png",4,"circle_sketch_age4_cdm_run_v31530567206127.png",1
"1838",7159,"cdm_run_v31530568471871",0,"square","age6",1530569556945,2018-07-02 22:12:36,2,12.714,NA,NA,0.0209861288265306,"(57, 162, 60, 165)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age6_cdm_run_v31530568471871.png","square_sketch_age6_cdm_run_v31530568471871.png","sketches_full_dataset/square/square_sketch_age6_cdm_run_v31530568471871.png",6,"",1
"1839",7160,"cdm_run_v31530568471871",1,"shape","age6",1530569585790,2018-07-02 22:13:05,1,0,NA,NA,0.0328244579081633,"(12, 208, 39, 151)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age6_cdm_run_v31530568471871.png","shape_sketch_age6_cdm_run_v31530568471871.png","sketches_full_dataset/shape/shape_sketch_age6_cdm_run_v31530568471871.png",6,"",1
"1840",7161,"cdm_run_v31530568471871",2,"this circle","age6",1530569606319,2018-07-02 22:13:26,2,3.229,NA,NA,0.0303930165816327,"(10, 183, 10, 178)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age6_cdm_run_v31530568471871.png","this circle_sketch_age6_cdm_run_v31530568471871.png","sketches_full_dataset/this circle/this circle_sketch_age6_cdm_run_v31530568471871.png",6,"circle_sketch_age6_cdm_run_v31530568471871.png",1
"1841",7170,"cdm_run_v31530569808486",0,"square","age10",1530569877723,2018-07-02 22:17:57,1,0,NA,NA,0.0179169323979592,"(61, 159, 48, 159)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age10_cdm_run_v31530569808486.png","square_sketch_age10_cdm_run_v31530569808486.png","sketches_full_dataset/square/square_sketch_age10_cdm_run_v31530569808486.png",10,"",1
"1842",7171,"cdm_run_v31530569808486",1,"shape","age10",1530569894558,2018-07-02 22:18:14,1,0,NA,NA,0.0319076849489796,"(10, 211, 34, 145)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age10_cdm_run_v31530569808486.png","shape_sketch_age10_cdm_run_v31530569808486.png","sketches_full_dataset/shape/shape_sketch_age10_cdm_run_v31530569808486.png",10,"",1
"1843",7172,"cdm_run_v31530569808486",2,"this circle","age10",1530569907454,2018-07-02 22:18:27,1,0,NA,NA,0.0218032525510204,"(39, 175, 43, 174)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age10_cdm_run_v31530569808486.png","this circle_sketch_age10_cdm_run_v31530569808486.png","sketches_full_dataset/this circle/this circle_sketch_age10_cdm_run_v31530569808486.png",10,"circle_sketch_age10_cdm_run_v31530569808486.png",1
"1844",7187,"cdm_run_v31530570725182",0,"square","age4",1530570747416,2018-07-02 22:32:27,1,0,NA,NA,0.0198301977040816,"(63, 162, 61, 165)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age4_cdm_run_v31530570725182.png","square_sketch_age4_cdm_run_v31530570725182.png","sketches_full_dataset/square/square_sketch_age4_cdm_run_v31530570725182.png",4,"",1
"1845",7188,"cdm_run_v31530570725182",1,"shape","age4",1530570766160,2018-07-02 22:32:46,1,0,NA,NA,0.0318080357142857,"(12, 211, 42, 147)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age4_cdm_run_v31530570725182.png","shape_sketch_age4_cdm_run_v31530570725182.png","sketches_full_dataset/shape/shape_sketch_age4_cdm_run_v31530570725182.png",4,"",1
"1846",7189,"cdm_run_v31530570725182",2,"this circle","age4",1530570777009,2018-07-02 22:32:57,1,0,NA,NA,0.0202686543367347,"(42, 178, 43, 180)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age4_cdm_run_v31530570725182.png","this circle_sketch_age4_cdm_run_v31530570725182.png","sketches_full_dataset/this circle/this circle_sketch_age4_cdm_run_v31530570725182.png",4,"circle_sketch_age4_cdm_run_v31530570725182.png",1
"1847",7202,"cdm_run_v31530572855813",0,"square","age7",1530572882952,2018-07-02 23:08:02,7,5.116,NA,NA,0.0187539859693878,"(63, 160, 48, 165)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age7_cdm_run_v31530572855813.png","square_sketch_age7_cdm_run_v31530572855813.png","sketches_full_dataset/square/square_sketch_age7_cdm_run_v31530572855813.png",7,"",1
"1848",7203,"cdm_run_v31530572855813",1,"shape","age7",1530572898947,2018-07-02 23:08:18,1,0,NA,NA,0.0293965242346939,"(13, 204, 42, 147)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age7_cdm_run_v31530572855813.png","shape_sketch_age7_cdm_run_v31530572855813.png","sketches_full_dataset/shape/shape_sketch_age7_cdm_run_v31530572855813.png",7,"",1
"1849",7213,"cdm_run_v31530573397476",0,"square","age4",1530573441489,2018-07-02 23:17:21,2,0.272,NA,NA,0.0198102678571429,"(27, 168, 58, 165)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age4_cdm_run_v31530573397476.png","square_sketch_age4_cdm_run_v31530573397476.png","sketches_full_dataset/square/square_sketch_age4_cdm_run_v31530573397476.png",4,"",1
"1850",7214,"cdm_run_v31530573397476",1,"shape","age4",1530573467272,2018-07-02 23:17:47,21,11.447,NA,NA,0.033023756377551,"(0, 193, 52, 175)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age4_cdm_run_v31530573397476.png","shape_sketch_age4_cdm_run_v31530573397476.png","sketches_full_dataset/shape/shape_sketch_age4_cdm_run_v31530573397476.png",4,"",1
"1851",7215,"cdm_run_v31530573397476",2,"this circle","age4",1530573492030,2018-07-02 23:18:12,28,8.537,NA,NA,0.026725924744898,"(52, 175, 15, 189)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age4_cdm_run_v31530573397476.png","this circle_sketch_age4_cdm_run_v31530573397476.png","sketches_full_dataset/this circle/this circle_sketch_age4_cdm_run_v31530573397476.png",4,"circle_sketch_age4_cdm_run_v31530573397476.png",1
"1852",7224,"cdm_run_v31530639636671",0,"square","age2",1530639660744,2018-07-03 17:41:00,2,3.418,NA,NA,0.0231784119897959,"(46, 183, 57, 190)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age2_cdm_run_v31530639636671.png","square_sketch_age2_cdm_run_v31530639636671.png","sketches_full_dataset/square/square_sketch_age2_cdm_run_v31530639636671.png",2,"",1
"1853",7225,"cdm_run_v31530639636671",1,"shape","age2",1530639676991,2018-07-03 17:41:16,10,3.791,NA,NA,0.035514987244898,"(25, 180, 33, 166)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age2_cdm_run_v31530639636671.png","shape_sketch_age2_cdm_run_v31530639636671.png","sketches_full_dataset/shape/shape_sketch_age2_cdm_run_v31530639636671.png",2,"",1
"1854",7231,"cdm_run_v31530639954189",0,"square","age3",1530640053763,2018-07-03 17:47:33,16,3.763,NA,NA,0.032585299744898,"(60, 175, 30, 156)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age3_cdm_run_v31530639954189.png","square_sketch_age3_cdm_run_v31530639954189.png","sketches_full_dataset/square/square_sketch_age3_cdm_run_v31530639954189.png",3,"",1
"1855",7232,"cdm_run_v31530639954189",1,"shape","age3",1530640073508,2018-07-03 17:47:53,1,0,NA,NA,0.0277822066326531,"(0, 210, 60, 159)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age3_cdm_run_v31530639954189.png","shape_sketch_age3_cdm_run_v31530639954189.png","sketches_full_dataset/shape/shape_sketch_age3_cdm_run_v31530639954189.png",3,"",1
"1856",7233,"cdm_run_v31530639954189",2,"this circle","age3",1530640093994,2018-07-03 17:48:13,5,7.082,NA,NA,0.0236567283163265,"(42, 193, 45, 183)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age3_cdm_run_v31530639954189.png","this circle_sketch_age3_cdm_run_v31530639954189.png","sketches_full_dataset/this circle/this circle_sketch_age3_cdm_run_v31530639954189.png",3,"circle_sketch_age3_cdm_run_v31530639954189.png",1
"1857",7243,"cdm_run_v31530641709938",0,"square","age3",1530642149566,2018-07-03 18:22:29,1,0,NA,NA,0.0164819834183673,"(51, 154, 46, 163)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age3_cdm_run_v31530641709938.png","square_sketch_age3_cdm_run_v31530641709938.png","sketches_full_dataset/square/square_sketch_age3_cdm_run_v31530641709938.png",3,"",1
"1858",7244,"cdm_run_v31530641709938",1,"shape","age3",1530642167742,2018-07-03 18:22:47,172,4.224,NA,NA,0.0426698022959184,"(0, 216, 0, 114)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age3_cdm_run_v31530641709938.png","shape_sketch_age3_cdm_run_v31530641709938.png","sketches_full_dataset/shape/shape_sketch_age3_cdm_run_v31530641709938.png",3,"",1
"1859",7245,"cdm_run_v31530641709938",2,"this circle","age3",1530642185794,2018-07-03 18:23:05,21,4.562,NA,NA,0.0255500637755102,"(36, 183, 15, 186)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age3_cdm_run_v31530641709938.png","this circle_sketch_age3_cdm_run_v31530641709938.png","sketches_full_dataset/this circle/this circle_sketch_age3_cdm_run_v31530641709938.png",3,"circle_sketch_age3_cdm_run_v31530641709938.png",1
"1860",7252,"cdm_run_v31530643497768",0,"square","age8",1530643527776,2018-07-03 18:45:27,1,0,NA,NA,0.0191924426020408,"(64, 160, 64, 160)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age8_cdm_run_v31530643497768.png","square_sketch_age8_cdm_run_v31530643497768.png","sketches_full_dataset/square/square_sketch_age8_cdm_run_v31530643497768.png",8,"",1
"1861",7253,"cdm_run_v31530643497768",1,"shape","age8",1530643547842,2018-07-03 18:45:47,1,0,NA,NA,0.0329838966836735,"(0, 208, 39, 154)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age8_cdm_run_v31530643497768.png","shape_sketch_age8_cdm_run_v31530643497768.png","sketches_full_dataset/shape/shape_sketch_age8_cdm_run_v31530643497768.png",8,"",1
"1862",7254,"cdm_run_v31530643497768",2,"this circle","age8",1530643561177,2018-07-03 18:46:01,1,0,NA,NA,0.0202088647959184,"(46, 171, 46, 172)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age8_cdm_run_v31530643497768.png","this circle_sketch_age8_cdm_run_v31530643497768.png","sketches_full_dataset/this circle/this circle_sketch_age8_cdm_run_v31530643497768.png",8,"circle_sketch_age8_cdm_run_v31530643497768.png",1
"1863",7260,"cdm_run_v31530643882583",0,"square","age8",1530643903742,2018-07-03 18:51:43,1,0,NA,NA,0.0195910395408163,"(63, 163, 58, 162)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age8_cdm_run_v31530643882583.png","square_sketch_age8_cdm_run_v31530643882583.png","sketches_full_dataset/square/square_sketch_age8_cdm_run_v31530643882583.png",8,"",1
"1864",7261,"cdm_run_v31530643882583",1,"shape","age8",1530643923757,2018-07-03 18:52:03,1,0,NA,NA,0.0318478954081633,"(7, 205, 39, 148)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age8_cdm_run_v31530643882583.png","shape_sketch_age8_cdm_run_v31530643882583.png","sketches_full_dataset/shape/shape_sketch_age8_cdm_run_v31530643882583.png",8,"",1
"1865",7262,"cdm_run_v31530643882583",2,"this circle","age8",1530643937706,2018-07-03 18:52:17,1,0,NA,NA,0.0204480229591837,"(45, 172, 54, 180)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age8_cdm_run_v31530643882583.png","this circle_sketch_age8_cdm_run_v31530643882583.png","sketches_full_dataset/this circle/this circle_sketch_age8_cdm_run_v31530643882583.png",8,"circle_sketch_age8_cdm_run_v31530643882583.png",1
"1866",7272,"cdm_run_v31530644143472",0,"square","age7",1530644210664,2018-07-03 18:56:50,1,0,NA,NA,0.0206074617346939,"(60, 160, 58, 157)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age7_cdm_run_v31530644143472.png","square_sketch_age7_cdm_run_v31530644143472.png","sketches_full_dataset/square/square_sketch_age7_cdm_run_v31530644143472.png",7,"",1
"1867",7273,"cdm_run_v31530644143472",1,"shape","age7",1530644223731,2018-07-03 18:57:03,4,5.396,NA,NA,0.030094068877551,"(9, 198, 45, 151)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age7_cdm_run_v31530644143472.png","shape_sketch_age7_cdm_run_v31530644143472.png","sketches_full_dataset/shape/shape_sketch_age7_cdm_run_v31530644143472.png",7,"",1
"1868",7274,"cdm_run_v31530644143472",2,"this circle","age7",1530644234879,2018-07-03 18:57:14,2,1.393,NA,NA,0.0349968112244898,"(45, 169, 55, 169)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age7_cdm_run_v31530644143472.png","this circle_sketch_age7_cdm_run_v31530644143472.png","sketches_full_dataset/this circle/this circle_sketch_age7_cdm_run_v31530644143472.png",7,"circle_sketch_age7_cdm_run_v31530644143472.png",1
"1869",7284,"cdm_run_v31530644391081",0,"square","age5",1530644436400,2018-07-03 19:00:36,1,0,NA,NA,0.0207669005102041,"(60, 160, 54, 163)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age5_cdm_run_v31530644391081.png","square_sketch_age5_cdm_run_v31530644391081.png","sketches_full_dataset/square/square_sketch_age5_cdm_run_v31530644391081.png",5,"",1
"1870",7285,"cdm_run_v31530644391081",1,"shape","age5",1530644454764,2018-07-03 19:00:54,1,0,NA,NA,0.0355349170918367,"(7, 213, 37, 148)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age5_cdm_run_v31530644391081.png","shape_sketch_age5_cdm_run_v31530644391081.png","sketches_full_dataset/shape/shape_sketch_age5_cdm_run_v31530644391081.png",5,"",1
"1871",7286,"cdm_run_v31530644391081",2,"this circle","age5",1530644471217,2018-07-03 19:01:11,5,3.728,NA,NA,0.0240752551020408,"(42, 211, 40, 207)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age5_cdm_run_v31530644391081.png","this circle_sketch_age5_cdm_run_v31530644391081.png","sketches_full_dataset/this circle/this circle_sketch_age5_cdm_run_v31530644391081.png",5,"circle_sketch_age5_cdm_run_v31530644391081.png",1
"1872",7295,"cdm_run_v31530646004607",0,"square","age7",1530646379816,2018-07-03 19:32:59,1,0,NA,NA,0.0178571428571429,"(61, 159, 63, 157)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age7_cdm_run_v31530646004607.png","square_sketch_age7_cdm_run_v31530646004607.png","sketches_full_dataset/square/square_sketch_age7_cdm_run_v31530646004607.png",7,"",1
"1873",7296,"cdm_run_v31530646004607",1,"shape","age7",1530646399513,2018-07-03 19:33:19,1,0,NA,NA,0.0318080357142857,"(9, 207, 34, 147)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age7_cdm_run_v31530646004607.png","shape_sketch_age7_cdm_run_v31530646004607.png","sketches_full_dataset/shape/shape_sketch_age7_cdm_run_v31530646004607.png",7,"",1
"1874",7297,"cdm_run_v31530646004607",2,"this circle","age7",1530646412842,2018-07-03 19:33:32,1,0,NA,NA,0.0212053571428571,"(46, 177, 49, 174)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age7_cdm_run_v31530646004607.png","this circle_sketch_age7_cdm_run_v31530646004607.png","sketches_full_dataset/this circle/this circle_sketch_age7_cdm_run_v31530646004607.png",7,"circle_sketch_age7_cdm_run_v31530646004607.png",1
"1875",7305,"cdm_run_v31530646589228",0,"square","age7",1530646613465,2018-07-03 19:36:53,17,9.014,NA,NA,0.032844387755102,"(64, 165, 58, 163)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age7_cdm_run_v31530646589228.png","square_sketch_age7_cdm_run_v31530646589228.png","sketches_full_dataset/square/square_sketch_age7_cdm_run_v31530646589228.png",7,"",1
"1876",7306,"cdm_run_v31530646589228",1,"shape","age7",1530646630457,2018-07-03 19:37:10,1,0,NA,NA,0.0326450892857143,"(4, 208, 30, 148)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age7_cdm_run_v31530646589228.png","shape_sketch_age7_cdm_run_v31530646589228.png","sketches_full_dataset/shape/shape_sketch_age7_cdm_run_v31530646589228.png",7,"",1
"1877",7307,"cdm_run_v31530646589228",2,"this circle","age7",1530646644583,2018-07-03 19:37:24,1,0,NA,NA,0.0216039540816327,"(45, 178, 48, 178)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age7_cdm_run_v31530646589228.png","this circle_sketch_age7_cdm_run_v31530646589228.png","sketches_full_dataset/this circle/this circle_sketch_age7_cdm_run_v31530646589228.png",7,"circle_sketch_age7_cdm_run_v31530646589228.png",1
"1878",7313,"cdm_run_v31530646805310",0,"square","age2",1530647260603,2018-07-03 19:47:40,1,0,NA,NA,0.0250518176020408,"(51, 166, 54, 163)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age2_cdm_run_v31530646805310.png","square_sketch_age2_cdm_run_v31530646805310.png","sketches_full_dataset/square/square_sketch_age2_cdm_run_v31530646805310.png",2,"",1
"1879",7314,"cdm_run_v31530646805310",1,"shape","age2",1530647279981,2018-07-03 19:47:59,8,0.042,NA,NA,0.0248325892857143,"(18, 199, 28, 139)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age2_cdm_run_v31530646805310.png","shape_sketch_age2_cdm_run_v31530646805310.png","sketches_full_dataset/shape/shape_sketch_age2_cdm_run_v31530646805310.png",2,"",1
"1880",7315,"cdm_run_v31530646805310",2,"this circle","age2",1530647308300,2018-07-03 19:48:28,5,10.2,NA,NA,0.0291573660714286,"(0, 181, 31, 223)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age2_cdm_run_v31530646805310.png","this circle_sketch_age2_cdm_run_v31530646805310.png","sketches_full_dataset/this circle/this circle_sketch_age2_cdm_run_v31530646805310.png",2,"circle_sketch_age2_cdm_run_v31530646805310.png",1
"1881",7326,"cdm_run_v31530647850978",0,"square","age5",1530648342412,2018-07-03 20:05:42,1,0,NA,NA,0.0192721619897959,"(63, 159, 63, 166)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age5_cdm_run_v31530647850978.png","square_sketch_age5_cdm_run_v31530647850978.png","sketches_full_dataset/square/square_sketch_age5_cdm_run_v31530647850978.png",5,"",1
"1882",7327,"cdm_run_v31530647850978",1,"shape","age5",1530648364935,2018-07-03 20:06:04,1,0,NA,NA,0.0298349808673469,"(12, 202, 43, 148)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age5_cdm_run_v31530647850978.png","shape_sketch_age5_cdm_run_v31530647850978.png","sketches_full_dataset/shape/shape_sketch_age5_cdm_run_v31530647850978.png",5,"",1
"1883",7336,"cdm_run_v31530648954650",0,"square","age9",1530649244579,2018-07-03 20:20:44,1,0,NA,NA,0.0185347576530612,"(60, 166, 63, 169)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age9_cdm_run_v31530648954650.png","square_sketch_age9_cdm_run_v31530648954650.png","sketches_full_dataset/square/square_sketch_age9_cdm_run_v31530648954650.png",9,"",1
