"","fileNameShort","X1","session_id","trial_num","category","age","submit_time","submit_date","num_strokes","draw_duration_old","draw_duration_new","trial_duration","mean_intensity","bounding_box","filename","fullPath","age_numeric","fileNameShortNew"
"118","a duck_sketch_age6_cdm_run_v81579287754248.png",19,"cdm_run_v81579287754248",11,"a duck","age6",1579287923124,2020-01-17 19:05:23,14,1.244,0,1.446,0.00581951530612245,"(78, 190, 90, 138)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a duck_sketch_age6_cdm_run_v81579287754248.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a duck/a duck_sketch_age6_cdm_run_v81579287754248.png",6,"duck_sketch_age6_cdm_run_v81579287754248.png"
"119","a duck_sketch_age6_cdm_run_v81579288103195.png",30,"cdm_run_v81579288103195",6,"a duck","age6",1579288289468,2020-01-17 19:11:29,1,0,0,5.508,0.00799186862244898,"(37, 112, 84, 153)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a duck_sketch_age6_cdm_run_v81579288103195.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a duck/a duck_sketch_age6_cdm_run_v81579288103195.png",6,"duck_sketch_age6_cdm_run_v81579288103195.png"
"120","a duck_sketch_age6_cdm_run_v81579292561352.png",63,"cdm_run_v81579292561352",10,"a duck","age6",1579292881222,2020-01-17 20:28:01,19,19.004,0,30.115,0.0757334183673469,"(0, 219, 15, 223)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a duck_sketch_age6_cdm_run_v81579292561352.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a duck/a duck_sketch_age6_cdm_run_v81579292561352.png",6,"duck_sketch_age6_cdm_run_v81579292561352.png"
"121","a duck_sketch_age6_cdm_run_v81579378605395.png",224,"cdm_run_v81579378605395",6,"a duck","age6",1579378743459,2020-01-18 20:19:03,6,7.418,0,10.22,0.0442044005102041,"(45, 184, 15, 169)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a duck_sketch_age6_cdm_run_v81579378605395.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a duck/a duck_sketch_age6_cdm_run_v81579378605395.png",6,"duck_sketch_age6_cdm_run_v81579378605395.png"
"122","a duck_sketch_age6_cdm_run_v81579476872885.png",499,"cdm_run_v81579476872885",9,"a duck","age6",1579477143543,2020-01-19 23:39:03,5,10.843,0,14.272,0.0362523915816327,"(37, 217, 0, 202)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a duck_sketch_age6_cdm_run_v81579476872885.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a duck/a duck_sketch_age6_cdm_run_v81579476872885.png",6,"duck_sketch_age6_cdm_run_v81579476872885.png"
"123","a duck_sketch_age8_cdm_run_v81579470208061.png",412,"cdm_run_v81579470208061",8,"a duck","age8",1579470439637,2020-01-19 21:47:19,24,26.353,0,30.098,0.0500438456632653,"(112, 223, 52, 192)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a duck_sketch_age8_cdm_run_v81579470208061.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a duck/a duck_sketch_age8_cdm_run_v81579470208061.png",8,"duck_sketch_age8_cdm_run_v81579470208061.png"
"124","a duck_sketch_age9_cdm_run_v81579289245401.png",40,"cdm_run_v81579289245401",4,"a duck","age9",1579289477329,2020-01-17 19:31:17,17,18.952,0,25.714,0.052734375,"(19, 223, 12, 175)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a duck_sketch_age9_cdm_run_v81579289245401.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a duck/a duck_sketch_age9_cdm_run_v81579289245401.png",9,"duck_sketch_age9_cdm_run_v81579289245401.png"
"125","a duck_sketch_age9_cdm_run_v81579376318072.png",178,"cdm_run_v81579376318072",7,"a duck","age9",1579376490170,2020-01-18 19:41:30,9,13.461,0,15.705,0.0212452168367347,"(54, 160, 48, 148)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a duck_sketch_age9_cdm_run_v81579376318072.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a duck/a duck_sketch_age9_cdm_run_v81579376318072.png",9,"duck_sketch_age9_cdm_run_v81579376318072.png"
"126","a giraffe_sketch_age10_cdm_run_v81579472592616.png",438,"cdm_run_v81579472592616",10,"a giraffe","age10",1579472848370,2020-01-19 22:27:28,27,21.054,0,24.905,0.0583944515306122,"(1, 198, 30, 136)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age10_cdm_run_v81579472592616.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age10_cdm_run_v81579472592616.png",10,"giraffe_sketch_age10_cdm_run_v81579472592616.png"
"127","a giraffe_sketch_age10_cdm_run_v81579473682489.png",448,"cdm_run_v81579473682489",8,"a giraffe","age10",1579473855114,2020-01-19 22:44:15,7,9.303,0,13.447,0.0304926658163265,"(1, 198, 36, 157)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age10_cdm_run_v81579473682489.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age10_cdm_run_v81579473682489.png",10,"giraffe_sketch_age10_cdm_run_v81579473682489.png"
"128","a giraffe_sketch_age2_cdm_run_v81579284350322.png",8,"cdm_run_v81579284350322",10,"a giraffe","age2",1579284666147,2020-01-17 18:11:06,11,14.695,0,20.479,0.0339006696428571,"(45, 211, 88, 145)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age2_cdm_run_v81579284350322.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age2_cdm_run_v81579284350322.png",2,"giraffe_sketch_age2_cdm_run_v81579284350322.png"
"129","a giraffe_sketch_age2_cdm_run_v81579474768028.png",475,"cdm_run_v81579474768028",6,"a giraffe","age2",1579474955042,2020-01-19 23:02:35,1,0,0,12.9,0.0302734375,"(19, 165, 19, 144)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age2_cdm_run_v81579474768028.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age2_cdm_run_v81579474768028.png",2,"giraffe_sketch_age2_cdm_run_v81579474768028.png"
"130","a giraffe_sketch_age2_cdm_run_v81579481019327.png",547,"cdm_run_v81579481019327",4,"a giraffe","age2",1579481108286,2020-01-20 00:45:08,6,8.26,0,15.07,0.0556640625,"(4, 223, 18, 204)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age2_cdm_run_v81579481019327.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age2_cdm_run_v81579481019327.png",2,"giraffe_sketch_age2_cdm_run_v81579481019327.png"
"131","a giraffe_sketch_age3_cdm_run_v81579298360070.png",111,"cdm_run_v81579298360070",8,"a giraffe","age3",1579298634819,2020-01-17 22:03:54,1,0,0,7.247,0.00370695153061225,"(99, 169, 0, 15)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age3_cdm_run_v81579298360070.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age3_cdm_run_v81579298360070.png",3,"giraffe_sketch_age3_cdm_run_v81579298360070.png"
"132","a giraffe_sketch_age3_cdm_run_v81579300934838.png",136,"cdm_run_v81579300934838",10,"a giraffe","age3",1579301111631,2020-01-17 22:45:11,1,0,0,5.031,0.0192323022959184,"(85, 187, 46, 160)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age3_cdm_run_v81579300934838.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age3_cdm_run_v81579300934838.png",3,"giraffe_sketch_age3_cdm_run_v81579300934838.png"
"133","a giraffe_sketch_age3_cdm_run_v81579380895914.png",270,"cdm_run_v81579380895914",9,"a giraffe","age3",1579381542126,2020-01-18 21:05:42,1,0,0,19.809,0.0311104910714286,"(34, 186, 48, 192)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age3_cdm_run_v81579380895914.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age3_cdm_run_v81579380895914.png",3,"giraffe_sketch_age3_cdm_run_v81579380895914.png"
"134","a giraffe_sketch_age3_cdm_run_v81579386387178.png",302,"cdm_run_v81579386387178",5,"a giraffe","age3",1579386546589,2020-01-18 22:29:06,1,0,0,26.758,0.0239955357142857,"(54, 198, 45, 204)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age3_cdm_run_v81579386387178.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age3_cdm_run_v81579386387178.png",3,"giraffe_sketch_age3_cdm_run_v81579386387178.png"
"135","a giraffe_sketch_age3_cdm_run_v81579390103097.png",338,"cdm_run_v81579390103097",6,"a giraffe","age3",1579390245566,2020-01-18 23:30:45,3,3.148,0,6.859,0.0416135204081633,"(15, 190, 43, 171)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age3_cdm_run_v81579390103097.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age3_cdm_run_v81579390103097.png",3,"giraffe_sketch_age3_cdm_run_v81579390103097.png"
"136","a giraffe_sketch_age3_cdm_run_v81579469265987.png",401,"cdm_run_v81579469265987",5,"a giraffe","age3",1579469445263,2020-01-19 21:30:45,10,3.434,0,4.634,0.0331831951530612,"(19, 223, 52, 175)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age3_cdm_run_v81579469265987.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age3_cdm_run_v81579469265987.png",3,"giraffe_sketch_age3_cdm_run_v81579469265987.png"
"137","a giraffe_sketch_age4_cdm_run_v81579304205449.png",151,"cdm_run_v81579304205449",4,"a giraffe","age4",1579304329003,2020-01-17 23:38:49,8,16.693,0,30.218,0.0347177933673469,"(6, 208, 100, 205)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age4_cdm_run_v81579304205449.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age4_cdm_run_v81579304205449.png",4,"giraffe_sketch_age4_cdm_run_v81579304205449.png"
"138","a giraffe_sketch_age4_cdm_run_v81579378780339.png",228,"cdm_run_v81579378780339",4,"a giraffe","age4",1579378873261,2020-01-18 20:21:13,8,12.678,0,18.734,0.0465561224489796,"(15, 210, 61, 184)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age4_cdm_run_v81579378780339.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age4_cdm_run_v81579378780339.png",4,"giraffe_sketch_age4_cdm_run_v81579378780339.png"
"139","a giraffe_sketch_age4_cdm_run_v81579383697637.png",279,"cdm_run_v81579383697637",6,"a giraffe","age4",1579383941308,2020-01-18 21:45:41,15,23.821,0,30.104,0.0376275510204082,"(0, 183, 22, 211)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age4_cdm_run_v81579383697637.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age4_cdm_run_v81579383697637.png",4,"giraffe_sketch_age4_cdm_run_v81579383697637.png"
"140","a giraffe_sketch_age4_cdm_run_v81579388849068.png",318,"cdm_run_v81579388849068",5,"a giraffe","age4",1579388978591,2020-01-18 23:09:38,4,4.282,0,19.147,0.0227798150510204,"(3, 114, 0, 165)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age4_cdm_run_v81579388849068.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age4_cdm_run_v81579388849068.png",4,"giraffe_sketch_age4_cdm_run_v81579388849068.png"
"141","a giraffe_sketch_age4_cdm_run_v81579389863778.png",332,"cdm_run_v81579389863778",4,"a giraffe","age4",1579389986167,2020-01-18 23:26:26,7,19.559,0,30.101,0.0391820790816327,"(7, 214, 103, 172)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age4_cdm_run_v81579389863778.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age4_cdm_run_v81579389863778.png",4,"giraffe_sketch_age4_cdm_run_v81579389863778.png"
"142","a giraffe_sketch_age4_cdm_run_v81579461963357.png",371,"cdm_run_v81579461963357",8,"a giraffe","age4",1579462259904,2020-01-19 19:30:59,2,4.676,0,11.451,0.055484693877551,"(42, 156, 58, 168)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age4_cdm_run_v81579461963357.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age4_cdm_run_v81579461963357.png",4,"giraffe_sketch_age4_cdm_run_v81579461963357.png"
"143","a giraffe_sketch_age4_cdm_run_v81579472022428.png",422,"cdm_run_v81579472022428",6,"a giraffe","age4",1579472238416,2020-01-19 22:17:18,4,7.46,0,30.793,0.0440848214285714,"(3, 223, 28, 205)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age4_cdm_run_v81579472022428.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age4_cdm_run_v81579472022428.png",4,"giraffe_sketch_age4_cdm_run_v81579472022428.png"
"144","a giraffe_sketch_age4_cdm_run_v81579474508779.png",466,"cdm_run_v81579474508779",9,"a giraffe","age4",1579474693837,2020-01-19 22:58:13,14,10.103,0,13.781,0.0314692283163265,"(48, 159, 15, 121)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age4_cdm_run_v81579474508779.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age4_cdm_run_v81579474508779.png",4,"giraffe_sketch_age4_cdm_run_v81579474508779.png"
"145","a giraffe_sketch_age4_cdm_run_v81579479185858.png",522,"cdm_run_v81579479185858",6,"a giraffe","age4",1579479399431,2020-01-20 00:16:39,6,11.11,0,25.837,0.0374481823979592,"(0, 211, 63, 174)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age4_cdm_run_v81579479185858.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age4_cdm_run_v81579479185858.png",4,"giraffe_sketch_age4_cdm_run_v81579479185858.png"
"146","a giraffe_sketch_age5_cdm_run_v81579297465811.png",88,"cdm_run_v81579297465811",9,"a giraffe","age5",1579297620442,2020-01-17 21:47:00,3,1.732,0,10.318,0.0256098533163265,"(0, 223, 100, 181)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age5_cdm_run_v81579297465811.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age5_cdm_run_v81579297465811.png",5,"giraffe_sketch_age5_cdm_run_v81579297465811.png"
"147","a giraffe_sketch_age5_cdm_run_v81579297855972.png",97,"cdm_run_v81579297855972",6,"a giraffe","age5",1579298247342,2020-01-17 21:57:27,14,10.194,0,13.182,0.0438058035714286,"(0, 178, 0, 169)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age5_cdm_run_v81579297855972.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age5_cdm_run_v81579297855972.png",5,"giraffe_sketch_age5_cdm_run_v81579297855972.png"
"148","a giraffe_sketch_age5_cdm_run_v81579300710289.png",125,"cdm_run_v81579300710289",10,"a giraffe","age5",1579300893485,2020-01-17 22:41:33,10,8.517,0,10.443,0.0461973852040816,"(0, 177, 72, 169)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age5_cdm_run_v81579300710289.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age5_cdm_run_v81579300710289.png",5,"giraffe_sketch_age5_cdm_run_v81579300710289.png"
"149","a giraffe_sketch_age5_cdm_run_v81579379579646.png",241,"cdm_run_v81579379579646",6,"a giraffe","age5",1579379746819,2020-01-18 20:35:46,6,5.092,0,13.118,0.0370894451530612,"(27, 222, 40, 198)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age5_cdm_run_v81579379579646.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age5_cdm_run_v81579379579646.png",5,"giraffe_sketch_age5_cdm_run_v81579379579646.png"
"150","a giraffe_sketch_age5_cdm_run_v81579379982224.png",253,"cdm_run_v81579379982224",7,"a giraffe","age5",1579380166420,2020-01-18 20:42:46,4,8.826,0,12.689,0.028938137755102,"(30, 156, 58, 199)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age5_cdm_run_v81579379982224.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age5_cdm_run_v81579379982224.png",5,"giraffe_sketch_age5_cdm_run_v81579379982224.png"
"151","a giraffe_sketch_age5_cdm_run_v81579463875778.png",381,"cdm_run_v81579463875778",7,"a giraffe","age5",1579464085086,2020-01-19 20:01:25,17,18.987,0,22.988,0.0476323341836735,"(15, 223, 48, 166)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age5_cdm_run_v81579463875778.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age5_cdm_run_v81579463875778.png",5,"giraffe_sketch_age5_cdm_run_v81579463875778.png"
"152","a giraffe_sketch_age5_cdm_run_v81579477293460.png",512,"cdm_run_v81579477293460",8,"a giraffe","age5",1579477518621,2020-01-19 23:45:18,10,27.271,0,30.122,0.0398198341836735,"(16, 219, 21, 213)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age5_cdm_run_v81579477293460.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age5_cdm_run_v81579477293460.png",5,"giraffe_sketch_age5_cdm_run_v81579477293460.png"
"153","a giraffe_sketch_age5_cdm_run_v81579481499901.png",553,"cdm_run_v81579481499901",6,"a giraffe","age5",1579481690703,2020-01-20 00:54:50,15,16.419,0,23.033,0.0684988839285714,"(0, 223, 52, 171)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age5_cdm_run_v81579481499901.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age5_cdm_run_v81579481499901.png",5,"giraffe_sketch_age5_cdm_run_v81579481499901.png"
"154","a giraffe_sketch_age6_cdm_run_v81579287754248.png",14,"cdm_run_v81579287754248",4,"a giraffe","age6",1579287850295,2020-01-17 19:04:10,5,7.318,0,11.918,0.0474728954081633,"(15, 214, 48, 220)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age6_cdm_run_v81579287754248.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age6_cdm_run_v81579287754248.png",6,"giraffe_sketch_age6_cdm_run_v81579287754248.png"
"155","a giraffe_sketch_age6_cdm_run_v81579287937217.png",24,"cdm_run_v81579287937217",5,"a giraffe","age6",1579288025546,2020-01-17 19:07:05,9,9.127,0,3.388,0.0158641581632653,"(0, 160, 75, 196)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age6_cdm_run_v81579287937217.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age6_cdm_run_v81579287937217.png",6,"giraffe_sketch_age6_cdm_run_v81579287937217.png"
"156","a giraffe_sketch_age6_cdm_run_v81579292561352.png",64,"cdm_run_v81579292561352",11,"a giraffe","age6",1579292908434,2020-01-17 20:28:28,29,7.426,0,16.565,0.0915178571428571,"(10, 223, 0, 199)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age6_cdm_run_v81579292561352.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age6_cdm_run_v81579292561352.png",6,"giraffe_sketch_age6_cdm_run_v81579292561352.png"
"157","a giraffe_sketch_age6_cdm_run_v81579378605395.png",222,"cdm_run_v81579378605395",4,"a giraffe","age6",1579378707369,2020-01-18 20:18:27,10,17.22,0,20.752,0.0482900191326531,"(51, 205, 84, 168)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age6_cdm_run_v81579378605395.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age6_cdm_run_v81579378605395.png",6,"giraffe_sketch_age6_cdm_run_v81579378605395.png"
"158","a giraffe_sketch_age6_cdm_run_v81579390324969.png",349,"cdm_run_v81579390324969",7,"a giraffe","age6",1579390479685,2020-01-18 23:34:39,9,9.853,0,14.297,0.0301339285714286,"(99, 223, 28, 187)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age6_cdm_run_v81579390324969.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age6_cdm_run_v81579390324969.png",6,"giraffe_sketch_age6_cdm_run_v81579390324969.png"
"159","a giraffe_sketch_age6_cdm_run_v81579476872885.png",494,"cdm_run_v81579476872885",4,"a giraffe","age6",1579477046337,2020-01-19 23:37:26,7,12.228,0,19.419,0.0342394770408163,"(19, 223, 0, 192)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age6_cdm_run_v81579476872885.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age6_cdm_run_v81579476872885.png",6,"giraffe_sketch_age6_cdm_run_v81579476872885.png"
"160","a giraffe_sketch_age8_cdm_run_v81579470208061.png",411,"cdm_run_v81579470208061",7,"a giraffe","age8",1579470401636,2020-01-19 21:46:41,34,27.607,0,30.189,0.0945671237244898,"(0, 223, 0, 223)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age8_cdm_run_v81579470208061.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age8_cdm_run_v81579470208061.png",8,"giraffe_sketch_age8_cdm_run_v81579470208061.png"
"161","a giraffe_sketch_age9_cdm_run_v81579289245401.png",41,"cdm_run_v81579289245401",5,"a giraffe","age9",1579289502579,2020-01-17 19:31:42,14,15.403,0,18.223,0.0760921556122449,"(4, 223, 75, 213)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age9_cdm_run_v81579289245401.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age9_cdm_run_v81579289245401.png",9,"giraffe_sketch_age9_cdm_run_v81579289245401.png"
"162","a giraffe_sketch_age9_cdm_run_v81579376318072.png",179,"cdm_run_v81579376318072",8,"a giraffe","age9",1579376515525,2020-01-18 19:41:55,11,15.786,0,18.348,0.0442442602040816,"(15, 193, 36, 156)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a giraffe_sketch_age9_cdm_run_v81579376318072.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a giraffe/a giraffe_sketch_age9_cdm_run_v81579376318072.png",9,"giraffe_sketch_age9_cdm_run_v81579376318072.png"
